message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post12428181	0.75	swift	Spanish – Costa Rica (Valle Central)	L1	post12428176	H.C	Chinese	L2
post9303447	0.73	Probo	Español	L1	post9303243	EviLito	Spanish - Colombia	L1
post12416936	0.58	juandiego	Spanish from Spain	L1	post12416819	Julio Verne	Español	L1
post12420724	0.69	Pixidio	Español	L1	post12420326	juan_acuna	Spanish	L1
post12419949	0.71	Quique Alfaro	castellano	L1	post12419914	portenojin	Coreano	L2
post12420209	0.7	Agró	Spanish-Navarre	L1	post12420186	NatashaP	Spanish - Spain	L1
post10198836	0.71	torrebruno	español	L1	post10198741	Xander2024	Russian	L2
post12209923	0.76	XiaoRoel	galego, español	L1	post12209883	Laura W.	Italian	L2
post12394027	0.63	clares3	español España	L1	post12394001	Monstarika	Spanish	L1
post12391172	0.6	clares3	español España	L1	post12390834	mirla	Russia, Russian	L2
post12385673	0.61	Peterdg	Dutch - Belgium	L2	post12385085	Naticruz	Portugal - Português	L2
post12388138	0.82	Mmart	Spanish, Catalan - Spain	L1	post12387402	Jumbu	Spanish	L1
post12383182	0.67	juandelsur	Español de Argentina	L1	post12382384	cattac	german	L2
post12382796	0.74	Elxenc	català/valencià	L2	post12382481	mary b	griego	L2
post12373181	0.58	Quique Alfaro	castellano	L1	post12373164	Big red machine	Japanese	L2
post12359427	0.64	ACQM	Spain - Spanish	L1	post12359372	Big red machine	Japanese	L2
post12371696	0.73	Gallium	Castellano - Spain	L1	post12371648	carlos119	chino	L2
post10671299	0.67	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10671250	Inmortal	Español de España (castellano)	L1
post12362037	0.65	merquiades	English (US Northeast)	L2	post12361856	mooj96	English - United States	L2
post12358926	0.72	Lurrezko	Spanish (Spain) / Catalan	L1	post12358860	Anromon	Spanish - Ecuador	L1
post12360740	0.75	juandelsur	Español de Argentina	L1	post12360558	Quique Alfaro	castellano	L1
post12361984	0.72	juandiego	Spanish from Spain	L1	post12361855	JLop	spanish	L1
post12352023	0.63	Lurrezko	Spanish (Spain) / Catalan	L1	post12351976	Agiii	Polish	L2
post12344124	0.75	Idóneo	Español-Castilla y León.	L1	post12343552	arwenuccia	Italiano - Italia	L2
post12346244	0.68	clares3	español España	L1	post12344870	just getting it	Español	L1
post12342237	0.58	XiaoRoel	galego, español	L1	post12342106	wskjulian	chinese main land	L2
post12345136	0.64	Lurrezko	Spanish (Spain) / Catalan	L1	post12345100	gmelean	Spanish - Venezuela	L1
post12337236	0.77	Elxenc	català/valencià	L2	post12337181	Marianux	Español mexicano	L1
post12331613	0.68	ACQM	Spain - Spanish	L1	post12331587	Gaditanito11	Deutsch - NRW	L2
post12327961	0.74	jorgema	Peruvian Spanish	L1	post12327868	Tavo 2012	Spanish - Perú	L1
post12319043	0.78	Adolfo Afogutu	Español	L1	post12319017	Mente inquieta	polaco	L2
post12313264	0.73	XiaoRoel	galego, español	L1	post12312773	Idóneo	Español-Castilla y León.	L1
post12300261	0.77	swift	Spanish – Costa Rica (Valle Central)	L1	post12300179	ElFrikiChino	Italian (Mantova)	L2
post12315440	0.72	clares3	español España	L1	post12315411	kornilios	greek	L2
post12314745	0.75	Namarne	Spanish	L1	post12314725	Cornelioh	Español mexicano	L1
post12309185	0.72	TransmitionForMexico	Mexican - Spanish	L1	post12309107	didakticos	Español de Costa Rica (y de otras partes también)	L1
post12311418	0.64	Jonno	Castellano	L1	post12311384	beatrice_stop	Griego	L2
post12307996	0.71	juandiego	Spanish from Spain	L1	post12306956	dommencar	Español/Castellano	L1
post12303940	0.81	Namarne	Spanish	L1	post12303906	laura12345	Italiano	L2
post12294684	0.74	Jaime Bien	Español/España	L1	post12294547	ricksoft	Español	L1
post12294128	0.62	Pinairun	Castellano	L1	post12293987	sincerelyyours	spanish	L1
post12288971	0.72	juandiego	Spanish from Spain	L1	post12288951	tia k	Español	L1
post12292042	0.79	juandiego	Spanish from Spain	L1	post12291256	astoral	Spanish	L1
post12291309	0.56	astoral	Spanish	L1	post12291253	verohermoquiroga	Argentina	L2
post12281197	0.67	elprofe	Spanish (Spain)	L1	post12281067	altita	Mexico/ English	L2
post12272764	0.73	Peterdg	Dutch - Belgium	L2	post12271284	juandiego	Spanish from Spain	L1
post12285207	0.71	juandiego	Spanish from Spain	L1	post12280613	涼宮	Sbaeneg/Castellano (Venezuela)	L1
post12279179	0.71	XiaoRoel	galego, español	L1	post12279157	XiaoRoel	galego, español	L1
post12280424	0.74	clares3	español España	L1	post12280409	heleniita	italian	L2
post12278229	0.73	Pixidio	Español	L1	post12278070	lovina	italiana	L2
post12272084	0.57	Iratxo	Spanish - Spain / Basque	L1	post12271541	Julio Verne	Español	L1
post12277287	0.7	ACQM	Spain - Spanish	L1	post12277243	gregorysuy	Dutch Belgium	L2
post12272143	0.61	Iratxo	Spanish - Spain / Basque	L1	post12270754	heleniita	italian	L2
post12269164	0.73	Elxenc	català/valencià	L2	post12269014	Aviador	Castellano de Chile	L1
post12268852	0.71	Cristinagd	Español	L1	post12268759	jm360	Español	L1
post12268345	0.74	Jonno	Castellano	L1	post12268323	lovina	italiana	L2
post12268506	0.53	ACQM	Spain - Spanish	L1	post12268305	Maïté73	French	L2
post12269284	0.79	XiaoRoel	galego, español	L1	post12268752	indirindi	Andalucian Spanish & English	L1
post12263676	0.66	juandiego	Spanish from Spain	L1	post12262372	Julien Sorel	Inglés americano	L2
post12262086	0.82	Agró	Spanish-Navarre	L1	post12262054	Darojas	Castellano - Colombia	L1
post12261219	0.7	Calambur	Castellano (rioplatense) - Lunfardo	L1	post12260717	demony	italiano	L2
post12261197	0.72	juandiego	Spanish from Spain	L1	post12261038	Maïté73	French	L2
post12260329	0.62	XiaoRoel	galego, español	L1	post12260265	popolvuh	Chinese, China	L2
post12257419	0.65	germanbz	Spanish-Spain/Catalan (Val)	L1	post12257381	mipordos	italiano - italia	L2
post12250454	0.75	Namarne	Spanish	L1	post12250431	kornilios	greek	L2
post12243283	0.56	juandiego	Spanish from Spain	L1	post12243032	hagne	Polish	L2
post12248709	0.7	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post12248660	Maia88	italiano	L2
post12245221	0.67	XiaoRoel	galego, español	L1	post12245130	paradoxa4	Venezuelan Spanish	L1
post12242412	0.65	Tronador	Spanish-Argentina	L1	post12242389	Hiro Sasaki	Japan, Japanese	L2
post12243074	0.72	lamartus	Spain Spanish	L1	post12243010	EllyBeth88	italiano	L2
post12239284	0.73	Jaime Bien	Español/España	L1	post12239241	Maïté73	French	L2
post12234378	0.53	lajacapaca	español de España	L1	post12233945	Don1	Italian	L2
post12228754	0.63	germanbz	Spanish-Spain/Catalan (Val)	L1	post12228711	sincerelyyours	spanish	L1
post12226857	0.6	Erreconerre	Mexican Spanish	L1	post12226790	Juan Miguel González	mexican spanish	L1
post12229023	0.68	germanbz	Spanish-Spain/Catalan (Val)	L1	post12228890	sincerelyyours	spanish	L1
post12227205	0.63	Jaime Bien	Español/España	L1	post12227153	laura12345	Italiano	L2
post12222818	0.65	Doncar	Spanish, Spain	L1	post12222210	LeaM	English - U.S.	L2
post12220964	0.46	cacarulo	Buenos Aires, Argentina * Español	L1	post12220879	Don1	Italian	L2
post4776606	0.72	Rayines	Castellano/Argentina	L1	post4775955	Namarne	Spanish	L1
post12220729	0.74	murciana	Spanish - Spain	L1	post12220506	sincerelyyours	spanish	L1
post12211636	0.77	AnaHugo	Mexican Spanish	L1	post12211410	Lu Ann	Español mexicano	L1
post12201209	0.71	Adolfo Afogutu	Español	L1	post12201062	Alita Quicui	Spain- Spanish	L1
post12216589	0.56	ACQM	Spain - Spanish	L1	post12216417	Sumayat	Arabic	L2
post12215996	0.67	clares3	español España	L1	post12215979	ramariel	Hebreo - Israel, Castellano - Uruguay	L1
post12214565	0.5	AnaHugo	Mexican Spanish	L1	post12214276	fellohr	german	L2
post12214076	0.81	oa2169	Español	L1	post12213867	André Dias	Português	L2
post12212096	0.66	Erreconerre	Mexican Spanish	L1	post12211985	Puputti	Finnish	L2
post12208650	0.62	oa2169	Español	L1	post12208462	sidmario	Español, México	L1
post12200541	0.63	XiaoRoel	galego, español	L1	post12200472	Laura W.	Italian	L2
post12203185	0.61	oa2169	Español	L1	post12203062	moonlight7	Russian	L2
post12197800	0.71	clares3	español España	L1	post12197618	Embeleco	Spanish	L1
post12197753	0.75	clares3	español España	L1	post12197686	sp_aa	Russian	L2
post12198856	0.73	germanbz	Spanish-Spain/Catalan (Val)	L1	post12198803	LeaM	English - U.S.	L2
post12193704	0.5	Adolfo Afogutu	Español	L1	post12193599	sincerelyyours	spanish	L1
post12193778	0.67	germanbz	Spanish-Spain/Catalan (Val)	L1	post12193746	krohina	Ruso	L2
post12193404	0.77	germanbz	Spanish-Spain/Catalan (Val)	L1	post12193318	samatar	Arabic - Palestine	L2
post12192031	0.72	Lampiste	Español	L1	post12191813	wskjulian	chinese main land	L2
post12184469	0.78	Naticruz	Portugal - Português	L2	post12184280	fellohr	german	L2
post12186320	0.74	Lampiste	Español	L1	post12182665	Monick_Ruby	Venezuelan Spanish	L1
post12185548	0.72	valdemar	Español mexicano	L1	post12185285	Colchonero	Español	L1
post12178640	0.78	Jonno	Castellano	L1	post12178593	cacahuatita	español (MX) / English (US)	L1
post12176148	0.62	maqgd	Español	L1	post12176129	floingmuzic	chinese	L2
post12173276	0.73	clares3	español España	L1	post12173235	jordimoro	español (España)	L1
post12172893	0.74	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post12172720	jordimoro	español (España)	L1
post12171631	0.74	Pinairun	Castellano	L1	post12171485	Advanced +	Castellano (español)	L1
post12166914	0.7	XiaoRoel	galego, español	L1	post12166800	Gahlaiba	española	L1
post12158909	0.71	swift	Spanish – Costa Rica (Valle Central)	L1	post12158481	epistolario	Tagalog	L2
post12157526	0.55	germanbz	Spanish-Spain/Catalan (Val)	L1	post12157483	LeaM	English - U.S.	L2
post12152929	0.81	Idóneo	Español-Castilla y León.	L1	post12152854	Agiii	Polish	L2
post12153166	0.75	jordimoro	español (España)	L1	post12153133	Nina20008	Français	L2
post12152431	0.72	Duometri	Spain, Spanish	L1	post12152233	Silenca	Chinese	L2
post12151397	0.64	Duometri	Spain, Spanish	L1	post12150892	atiquiram	Spanish-French	L1
post12149921	0.75	swift	Spanish – Costa Rica (Valle Central)	L1	post12149914	Nina20008	Français	L2
post12148327	0.66	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post12148303	Silenca	Chinese	L2
post12148020	0.66	ACQM	Spain - Spanish	L1	post12147918	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post12143991	0.64	XiaoRoel	galego, español	L1	post12143677	Cristobal85m	polish	L2
post12143809	0.64	XiaoRoel	galego, español	L1	post12143716	Diddy	Spanish	L1
post12131168	0.66	germanbz	Spanish-Spain/Catalan (Val)	L1	post12131081	sp_aa	Russian	L2
post12122072	0.57	Namarne	Spanish	L1	post12122018	Hiro Sasaki	Japan, Japanese	L2
post12125864	0.69	Mate	Castellano - Argentina	L1	post12125695	appc	Spanish - Chile	L1
post12119126	0.76	laura12345	Italiano	L2	post12118725	JollyJumper	català, castellano	L1
post12106803	0.71	Jonno	Castellano	L1	post12106417	Engypatra	Arabic- Egypt	L2
post8907732	0.68	Calambur	Castellano (rioplatense) - Lunfardo	L1	post8907654	epistolario	Tagalog	L2
post12098654	0.48	Erreconerre	Mexican Spanish	L1	post12098629	shaktireza	mexican spanish	L1
post12106526	0.73	Adolfo Afogutu	Español	L1	post12106444	Cornelioh	Español mexicano	L1
post12106674	0.66	veruscio	Argentina español	L1	post11736073	binary_death	Spanish, Catalan	L1
post12102569	0.73	Pixidio	Español	L1	post12102322	clararosa	español	L1
post12104144	0.68	Namarne	Spanish	L1	post12104090	kornilios	greek	L2
post12095464	0.67	clares3	español España	L1	post12095262	geogins	Greek	L2
post12091203	0.56	clares3	español España	L1	post12091134	kornilios	greek	L2
post12089650	0.64	cbrena	español	L1	post12089501	miguell	Polaco	L2
post11818258	0.72	Pinairun	Castellano	L1	post11817816	kalokairi	Greek	L2
post12087752	0.6	JeSuisSnob	Mexican Spanish	L1	post12087718	Iceycold	English (American) & Español (Cuba)	L1
post12077382	0.75	Adolfo Afogutu	Español	L1	post12077354	phil-s	Puerto Rico/Oregon - English	L2
post12085949	0.63	Adolfo Afogutu	Español	L1	post12085687	Antoniozou	chino	L2
post12080052	0.72	Pinairun	Castellano	L1	post12080001	anycolour	English/Spanish	L1
post12082721	0.62	Peón	Castellano	L1	post12082654	Silenca	Chinese	L2
post12083078	0.72	ACQM	Spain - Spanish	L1	post12082995	Leona9	Hungarian	L2
post12078239	0.68	clares3	español España	L1	post12078089	_Nina_	Español mexicano	L1
post12079907	0.77	Elxenc	català/valencià	L2	post12079790	ofeliaknitting	Spanish	L1
post12014524	0.82	Lurrezko	Spanish (Spain) / Catalan	L1	post12014498	pilotita	Spanish	L1
post6969087	0.59	Agró	Spanish-Navarre	L1	post6968965	misorelos	Greece greek	L2
post11857443	0.76	wamcon	Español	L1	post11857267	GrammarObsession	Spanish	L1
post12078161	0.62	Namarne	Spanish	L1	post12078120	kornilios	greek	L2
post12076460	0.69	Jonno	Castellano	L1	post12076205	lessia	Russian; Russia	L2
post12066134	0.63	Namarne	Spanish	L1	post12066123	just92	polski	L2
post12064573	0.66	utrerana	español	L1	post12064148	jean paul lareigne	french	L2
post12064386	0.67	Gran Capitán	Español de España	L1	post12064192	AllegroModerato	Dutch (Netherlands)	L2
post12060330	0.63	JCA-	Español - Colombia	L1	post12060272	servknada	Spanish - Spain	L1
post12059436	0.74	Elxenc	català/valencià	L2	post12059411	rahja	Polish	L2
post12058127	0.7	pro_niger	Romanian	L2	post12058054	martaczarnuch	polish	L2
post7710036	0.64	jmnjmn	Euskara	L2	post7709455	liberte64	chinese	L2
post12056813	0.76	Pixidio	Español	L1	post12056413	Hiro Sasaki	Japan, Japanese	L2
post12036872	0.77	swift	Spanish – Costa Rica (Valle Central)	L1	post12036860	Calambur	Castellano (rioplatense) - Lunfardo	L1
post12033581	0.76	jorgema	Peruvian Spanish	L1	post12033556	swift	Spanish – Costa Rica (Valle Central)	L1
post7937153	0.61	Agró	Spanish-Navarre	L1	post7937076	txokarro	Spanish	L1
post12029626	0.74	swift	Spanish – Costa Rica (Valle Central)	L1	post12029622	Lurrezko	Spanish (Spain) / Catalan	L1
post12030053	0.6	Adolfo Afogutu	Español	L1	post12030022	schweizer	Spanish	L1
post12022841	0.74	clares3	español España	L1	post12022819	seregia	italiano	L2
post12020040	0.76	swift	Spanish – Costa Rica (Valle Central)	L1	post12020020	No_C_Nada	Castillian - Perú	L1
post12014647	0.69	Idóneo	Español-Castilla y León.	L1	post12014334	dulcexica	Français - France	L2
post12004897	0.61	Aviador	Castellano de Chile	L1	post12004827	RubiM	Português - Brasil	L2
post4510335	0.65	juanmy90	Salamanca, Spain (Spanish)	L1	post4510244	scriptum	Israel / Hebrew, Russian	L2
post11990408	0.73	Adolfo Afogutu	Español	L1	post11990278	Einat	hebrew	L2
post11990334	0.7	Pitt	German	L2	post11990253	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11990385	0.63	Pitt	German	L2	post11990240	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11979941	0.66	alberto gonzalez	español	L1	post11979734	Johanna65	Sweden Swedish	L2
post11971966	0.77	zema	Español Argentina	L1	post11970885	jilguero63	Italiano	L2
post11963180	0.72	Idóneo	Español-Castilla y León.	L1	post11963104	babi55	Italian - Italy	L2
post11959710	0.64	Pinairun	Castellano	L1	post11959602	robertopolaco	polaco	L2
post11963120	0.7	Idóneo	Español-Castilla y León.	L1	post11963061	airosa	russian	L2
post11962599	0.74	Adolfo Afogutu	Español	L1	post11962555	Lurrezko	Spanish (Spain) / Catalan	L1
post11961218	0.71	Rise up	Español	L1	post11961125	solysombra	Argentina (Castellano)	L1
post11956368	0.68	Pixidio	Español	L1	post11956337	cinditina	portuguese (Brasil)	L2
post11953022	0.8	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11952891	tabubue	Catalan	L2
post11950024	0.68	oa2169	Español	L1	post11949917	tigre1950	español	L1
post11948328	0.6	Rise up	Español	L1	post11948277	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11943749	0.66	Elxenc	català/valencià	L2	post11943735	elena 1	GREEK	L2
post11941236	0.69	Vampiro	Chile - Español	L1	post11941107	Johanna65	Sweden Swedish	L2
post2903157	0.78	Rayines	Castellano/Argentina	L1	post2902903	pepone	ARGENTINA	L2
post11933914	0.78	torrebruno	español	L1	post11933851	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11926992	0.69	ACQM	Spain - Spanish	L1	post11926771	Nucleorion	Spanish-Spanish	L1
post11921219	0.71	Darojas	Castellano - Colombia	L1	post11921134	pettiz	Argentina, Español	L1
post11923371	0.69	Duometri	Spain, Spanish	L1	post11923312	gabipechan	Czech	L2
post11855154	0.66	Pixidio	Español	L1	post11855098	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11918175	0.61	torrebruno	español	L1	post11918103	Mederic	French - France (Paris)	L2
post11910008	0.69	torrebruno	español	L1	post11909851	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11866670	0.6	Pixidio	Español	L1	post11866602	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11903323	0.69	watopa	Català / castellano	L1	post11902856	utrerana	español	L1
post11903510	0.68	qarenas	Castellano de España y Gallego	L1	post11902139	Botitas36	English--USA	L2
post11896353	0.64	alberto gonzalez	español	L1	post11896327	scouseland	Spanish	L1
post11872373	0.79	Jonno	Castellano	L1	post11872160	Escp	Espagnol	L2
post11889826	0.78	Jonno	Castellano	L1	post11889805	popolvuh	Chinese, China	L2
post11887488	0.69	SusanBryan	Spanish- Br. English	L1	post11887448	Melisii	Castellano, España	L1
post2347543	0.74	aleCcowaN	Castellano - Argentina	L1	post2347232	papa majada	English/Español-U.S/P.Rico/España	L1
post11885353	0.75	Mate	Castellano - Argentina	L1	post11884624	kunvla	Ruso	L2
post11882167	0.71	Elxenc	català/valencià	L2	post11882046	robertopolaco	polaco	L2
post5920057	0.69	Alma Shofner	Mexican Spanish from Sonora	L1	post5920036	wyatt69	English	L2
post11877006	0.74	babatina	Español y catalan	L1	post11876758	Adolfo Afogutu	Español	L1
post11862876	0.54	Quique Alfaro	castellano	L1	post11862844	Diddy	Spanish	L1
post11868936	0.4	Duometri	Spain, Spanish	L1	post11866989	robertopolaco	polaco	L2
post11862736	0.53	Quique Alfaro	castellano	L1	post11862722	Diddy	Spanish	L1
post11860162	0.67	Idóneo	Español-Castilla y León.	L1	post11860107	Trance?mmm.later	French	L2
post11854606	0.79	Elxenc	català/valencià	L2	post11854108	susantash	Español de Uruguay	L1
post11852242	0.75	kunvla	Ruso	L2	post11851871	Diddy	Spanish	L1
post8172610	0.73	Antpax	Spanish    Spain	L1	post8172565	solysombra	Argentina (Castellano)	L1
post11849679	0.7	Namarne	Spanish	L1	post11849585	Calambur	Castellano (rioplatense) - Lunfardo	L1
post11845661	0.77	Adolfo Afogutu	Español	L1	post11845560	Pet Korun	English - Ireland	L2
post11837063	0.81	Duometri	Spain, Spanish	L1	post11836991	wikke	Holland - Dutch	L2
post8999130	0.65	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post8999059	astaris	Polish	L2
post11837619	0.64	ACQM	Spain - Spanish	L1	post11837461	iikauniece	Latvian	L2
post9725806	0.71	aldonzalorenzo	Spanish	L1	post9725754	elnickestalibre	español	L1
post11823395	0.67	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11822913	stefania87	italia-italiano	L2
post11817864	0.63	Jose C.	Spanish - Spain	L1	post11817828	stefania87	italia-italiano	L2
post11822141	0.68	murciana	Spanish - Spain	L1	post11821922	Emys	Czech	L2
post11814813	0.82	cbrena	español	L1	post11814626	sidhesan	Spanish, Catalan	L1
post2207473	0.67	astur_pecha	Español España	L1	post2207174	Pitt	German	L2
post11808663	0.68	Pixidio	Español	L1	post11808307	kunvla	Ruso	L2
post11806274	0.69	Elxenc	català/valencià	L2	post11805499	nand-o	European Spanish	L1
post11803922	0.73	Pinairun	Castellano	L1	post11801982	Arrko	Spanish	L1
post11791909	0.65	murciana	Spanish - Spain	L1	post11791717	hagne	Polish	L2
post11804224	0.75	Pinairun	Castellano	L1	post11803068	Arrko	Spanish	L1
post11774705	0.65	donbill	English - American	L2	post11774544	OreoChick	Español	L1
post11779978	0.69	murciana	Spanish - Spain	L1	post11779768	Araukano	español, Chile	L1
post11785076	0.82	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11784972	nikotina2003	Argentinian Spanish	L1
post11772689	0.72	Elxenc	català/valencià	L2	post11772474	wellington faria	Portugués brasileño	L2
post11766614	0.62	Peterdg	Dutch - Belgium	L2	post11766490	crecy	francais	L2
post11776901	0.78	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11776889	Martoo	Español (porteño)	L1
post11776607	0.6	Idóneo	Español-Castilla y León.	L1	post11776571	ddaniele105	italiano	L2
post11770697	0.59	miguel89	Spanish	L1	post11770624	mrd2689a	English, USA	L2
post11768110	0.7	ACQM	Spain - Spanish	L1	post11767993	AllegroModerato	Dutch (Netherlands)	L2
post11765961	0.59	Idóneo	Español-Castilla y León.	L1	post11764095	carlos119	chino	L2
post4164003	0.78	pepone	ARGENTINA	L2	post2288822	tosha	Mexico, Español	L1
post11759839	0.77	torrebruno	español	L1	post11759749	elena 1	GREEK	L2
post11753452	0.56	janlu314	Español	L1	post11753360	cmaraslis	Greek	L2
post11752214	0.66	Jonno	Castellano	L1	post11752136	Blancaluna	Greek	L2
post11744179	0.74	cacarulo	Buenos Aires, Argentina * Español	L1	post11744090	jpaulopf	Português - Brasil	L2
post11733306	0.66	Jonno	Castellano	L1	post11733271	mirla	Russia, Russian	L2
post11739613	0.78	miguel89	Spanish	L1	post11739396	Cret	Spanish	L1
post11731242	0.79	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11731205	justine.js	french	L2
post11732954	0.71	lamartus	Spain Spanish	L1	post11732095	Silenca	Chinese	L2
post11729498	0.72	torrebruno	español	L1	post11729457	bournonville	spanish	L1
post11718226	0.68	utrerana	español	L1	post11717945	Gaditanito11	Deutsch - NRW	L2
post11718640	0.65	Panchitor	Spanish Spain	L1	post11718588	Anónimo3	Español	L1
post11711987	0.74	Peón	Castellano	L1	post11711358	Nasos	Grecia, griego	L2
post11713520	0.71	Letempsdescerises	Español	L1	post11713336	Cristobal85m	polish	L2
post8708213	0.75	Agró	Spanish-Navarre	L1	post8708176	Mirelia	Native language: español - Native Country: Argentina	L1
post11706153	0.8	utrerana	español	L1	post11706099	Arcane_Asunder	Español, English	L1
post6233423	0.7	Pardillo Complex	Spain Spanish	L1	post6217260	Prieto	Español	L1
post11362182	0.72	woosh	español	L1	post11362003	涼宮	Sbaeneg/Castellano (Venezuela)	L1
post2352472	0.73	Rayines	Castellano/Argentina	L1	post2352213	eroz	SPANISH	L1
post11692709	0.69	Namarne	Spanish	L1	post11692670	Bebinkira	slovak	L2
post11679979	0.8	swift	Spanish – Costa Rica (Valle Central)	L1	post11679925	oa2169	Español	L1
post11686915	0.83	flljob	México español	L1	post11686892	melavau	Lietuvių (Lithuanian, lituano)	L2
post1267781	0.72	lazarus1907	Spanish, Spain	L1	post1267733	EstherRN	Spain / Spanish	L1
post10983807	0.79	swift	Spanish – Costa Rica (Valle Central)	L1	post10983620	Bloodsun	Castellano - Argentina	L1
post9533816	0.69	Rayines	Castellano/Argentina	L1	post9533796	juicybone	México - Español	L1
post11674912	0.75	Patricita	Colombia - Español	L1	post10340525	nowhereman86	Spanish	L1
post11664808	0.61	miguel89	Spanish	L1	post11664768	Salazaar	Polish	L2
post11662198	0.81	duvija	Spanish - Uruguay	L1	post11661812	flljob	México español	L1
post11656923	0.72	clares3	español España	L1	post11655579	swift	Spanish – Costa Rica (Valle Central)	L1
post11657447	0.76	Lurrezko	Spanish (Spain) / Catalan	L1	post11657362	Espy	Greek	L2
post11649216	0.66	Pixidio	Español	L1	post11649155	elnickestalibre	español	L1
post11555513	0.55	Antpax	Spanish    Spain	L1	post11555485	cinditina	portuguese (Brasil)	L2
post11635767	0.67	aldonzalorenzo	Spanish	L1	post11635741	julitomon	Español	L1
post11617530	0.69	Kamin	Spanish (Spain)	L1	post11617503	Araukano	español, Chile	L1
post1333454	0.66	Jellby	Spanish (Spain)	L1	post1333145	Luis Albornoz	Castellano - Argentina	L1
post11624799	0.54	alberto gonzalez	español	L1	post11624771	Stuspa	Dutch	L2
post11612728	0.57	AllegroModerato	Dutch (Netherlands)	L2	post11611838	azumi453	Spanish	L1
post11615192	0.67	juandiego	Spanish from Spain	L1	post11615028	Amandala	Castellano rioplatense	L1
post11623239	0.74	torrebruno	español	L1	post11623229	jpaulopf	Português - Brasil	L2
post11617592	0.76	Kamin	Spanish (Spain)	L1	post11617529	Alekia	French	L2
post11617357	0.74	Peón	Castellano	L1	post11617290	epistolario	Tagalog	L2
post11608804	0.63	Jonno	Castellano	L1	post11608659	atram1	polish	L2
post11605314	0.72	WizardDani	Español, USA English	L1	post11605280	Espy	Greek	L2
post11585613	0.78	Akcan	Spanish	L1	post11585585	seasonses	China,chino	L2
post11575414	0.71	Erreconerre	Mexican Spanish	L1	post11575335	Pixidio	Español	L1
post11575558	0.65	ACQM	Spain - Spanish	L1	post11575444	rolandbascou	France french	L2
post11467855	0.7	Aviador	Castellano de Chile	L1	post11467778	涼宮	Sbaeneg/Castellano (Venezuela)	L1
post11554015	0.68	Pixidio	Español	L1	post11553664	mielosa	español,españa	L1
post11570117	0.55	jcr.meta	Spanish from Uruguay	L1	post11570067	kaspersk	Italian	L2
post11565707	0.66	Canela Mad	Spanish Colombia-Spain	L1	post11565458	cooksp87	EEUU English	L2
post11558224	0.71	Pixidio	Español	L1	post11558197	mirla	Russia, Russian	L2
post6914282	0.78	ToñoTorreón	Español de México	L1	post6914217	Doktor Faustus	Argentina, castellano	L1
post11554143	0.75	Canela Mad	Spanish Colombia-Spain	L1	post11553644	mielosa	español,españa	L1
post11540417	0.73	lospazio	Castellano - Argentina	L1	post11540331	voskyc	Español	L1
post11537178	0.71	ACQM	Spain - Spanish	L1	post11537113	Espy	Greek	L2
post11536869	0.58	Peón	Castellano	L1	post11536786	agul_agulec	Polish - Spanish	L1
post11527522	0.65	Jonno	Castellano	L1	post11527474	Blechi	French	L2
post11531139	0.72	Jonno	Castellano	L1	post11531104	Emys	Czech	L2
post11530205	0.74	danny_el_travieso	Spanish & English	L1	post11529736	hagne	Polish	L2
post11526431	0.74	swift	Spanish – Costa Rica (Valle Central)	L1	post11525921	Tritta	French	L2
post11520360	0.71	Pixidio	Español	L1	post11518282	Araukano	español, Chile	L1
post11512285	0.68	miguel89	Spanish	L1	post11512268	Craftsman	Español	L1
post11487917	0.79	Pinairun	Castellano	L1	post11487826	truxhor	Spanish - El Salvador	L1
post11510803	0.57	lenni22	Spanish - Argentina	L1	post11510769	cricric	italiano	L2
post11509325	0.55	lospazio	Castellano - Argentina	L1	post11509072	Agu	Polish, Poland	L2
post11501601	0.66	ACQM	Spain - Spanish	L1	post11500901	flpgdt	Portuguese	L2
post11489439	0.67	Imora	español mexicano	L1	post11488703	josemanuel_zgz	Spanish	L1
post11497201	0.71	Naticruz	Portugal - Português	L2	post11496944	Andre2957	Spanish-Uruguay	L1
post11485022	0.72	Peón	Castellano	L1	post11484877	ilgaleone	Greek	L2
