message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post15636762	0.8	S.V.	Español, México	L1	post15636650	amoelreyleon	Alemán - Austria	L2
post15628644	0.83	Sendro Páez	Spanish - España	L1	post15628409	notlikeyou	Nederlands-België	L2
post15635647	0.66	Duometri	Spain, Spanish	L1	post15635387	bjornholm	Swedish	L2
post15631806	0.61	Aviador	Castellano de Chile	L1	post15631795	IsidoraE	Spanish - Chile	L1
post7888903	0.71	Elocutio	Spanish	L1	post7885536	jmx	Spain / Spanish	L1
post15632738	0.76	19Serra76	Spanish-Spain	L1	post15632434	CarlitosMS	Spanish - Spain	L1
post3000609	0.6	xeneize	Italian	L2	post2999505	Anakin59	Argentina - castellano	L1
post15616514	0.7	Jonno	Castellano	L1	post15616441	popolvuh	Chinese, China	L2
post15628698	0.67	Adrian90106686	Spanish-Argentina	L1	post15628664	Verra	Belarusian	L2
post15625998	0.72	Xiscomx	Español de España y Balear	L1	post15625879	Verra	Belarusian	L2
post15621942	0.7	Jonno	Castellano	L1	post15621918	Yams2015	Spanish	L1
post15006784	0.75	Peón	Castellano	L1	post15006719	francisgranada	Hungarian	L2
post15616503	0.74	Jonno	Castellano	L1	post15616486	Gemmenita	Azéri	L2
post15613895	0.57	jilar	Español	L1	post15613866	FabianaG	Mexican Spanish	L1
post15612779	0.67	Namarne	Spanish	L1	post15612638	florentinaariza	Polish	L2
post15612116	0.74	Jonno	Castellano	L1	post15612079	maria0829	chino-spanish	L1
post10132185	0.76	juandiego	Spanish from Spain	L1	post10131837	teresa1956	polish	L2
post1170007	0.65	aleCcowaN	Castellano - Argentina	L1	post1169959	Aleksandra	Poland-polish	L2
post9330994	0.79	El Caballero Audaz	Spanish - Catalan (Spain)	L1	post9329043	swift	Spanish – Costa Rica (Valle Central)	L1
post15557137	0.6	Duometri	Spain, Spanish	L1	post15556828	pregunta000	Polish - Poland	L2
post15594767	0.77	Guillermogustavo	Argentine Spanish	L1	post15593732	Mackinder	Español (Colombia)	L1
post15593005	0.74	Miguel On Ojj	Castellano	L1	post15592970	conjugación	español	L1
post15591614	0.66	Xiscomx	Español de España y Balear	L1	post15585104	Maria Gilina	Búlgaro	L2
post15591613	0.62	Miguel On Ojj	Castellano	L1	post15591393	elmajorero	Italian - Italy	L2
post15589695	0.73	soplamocos	Español rioplatense	L1	post15589625	mel 2013	estonio	L2
post15586638	0.77	soplamocos	Español rioplatense	L1	post15586430	pinarsavas	Turkish	L2
post15581480	0.68	Miguel On Ojj	Castellano	L1	post15581446	bruguera	Galician and Spanish	L1
post15570158	0.73	Aviador	Castellano de Chile	L1	post15570090	FFigueiredo	Portuguese-Portugal	L2
post15575091	0.65	Gorgiewave	Scotland, English	L2	post15574953	Nigar555	azerbaiyano	L2
post15573507	0.66	Peterdg	Dutch - Belgium	L2	post15571230	Gorgiewave	Scotland, English	L2
post15574469	0.63	Duometri	Spain, Spanish	L1	post15574454	Nigar555	azerbaiyano	L2
post15571218	0.61	kunvla	Ruso	L2	post15571083	cooksp87	EEUU English	L2
post15572631	0.68	soplamocos	Español rioplatense	L1	post15571247	jpaulopf	Português - Brasil	L2
post15565782	0.67	Namarne	Spanish	L1	post15565726	Elisatas	Greek	L2
post15560404	0.66	Nircolartor	Español, Venezuela	L1	post15560336	LuanBrasileño	Português do Brasil	L2
post15551337	0.74	Jonno	Castellano	L1	post15551217	nigromante00	turkish	L2
post15556875	0.7	Miguel On Ojj	Castellano	L1	post15556831	fangoso	spanish-Venezuela	L1
post15556159	0.67	Jonno	Castellano	L1	post15556111	Elisatas	Greek	L2
post15554090	0.79	Quique Alfaro	castellano	L1	post15553806	nigromante00	turkish	L2
post15542910	0.77	Jonno	Castellano	L1	post15542782	Alemanita	German, Germany	L2
post15548725	0.73	Jonno	Castellano	L1	post15548692	Elisatas	Greek	L2
post12521041	0.69	Peterdg	Dutch - Belgium	L2	post12520895	Gamen	Spanish Argentina	L1
post15544035	0.76	Jonno	Castellano	L1	post15544015	Nigar555	azerbaiyano	L2
post15544557	0.67	Cal inhibes	Spanish	L1	post15544392	bacchebenevenies	Español (Argentina)	L1
post15543920	0.7	Miguel On Ojj	Castellano	L1	post15543879	Nigar555	azerbaiyano	L2
post15530369	0.68	brendah	English	L2	post15528908	Elisatas	Greek	L2
post15519849	0.68	Namarne	Spanish	L1	post15519834	Gabriel Malheiros	Portuguese - Brazil	L2
post15523621	0.78	ukimix	español	L1	post15523604	madbutcher	spanish-mexico	L1
post15521546	0.74	nando93	Spanish - Catalonia	L1	post15521526	DanielaKlein	Alemán	L2
post15515201	0.7	Jonno	Castellano	L1	post15515181	amoelreyleon	Alemán - Austria	L2
post4364785	0.67	Aleko	Español	L1	post4364283	mirk	Native from Mexico, Spanish.  Living in	L1
post15512436	0.8	Karratxenk@	Spanish - España	L1	post15512319	oculi	Polish - Poland	L2
post15507280	0.72	Quiviscumque	Spanish-Spain	L1	post15507186	nigromante00	turkish	L2
post15508698	0.77	Miguel On Ojj	Castellano	L1	post15508684	LuanBrasileño	Português do Brasil	L2
post15498618	0.76	Quiviscumque	Spanish-Spain	L1	post15498573	Gepiept	.	L2
post15506365	0.71	Jonno	Castellano	L1	post15506359	didwkfl88	Korean	L2
post15505890	0.66	S.V.	Español, México	L1	post15505785	Mrowka	Polish	L2
post15500355	0.59	Aviador	Castellano de Chile	L1	post15500260	mopy	chinese	L2
post15501042	0.75	ukimix	español	L1	post15501012	totor	Castellano rioplatense	L1
post15493398	0.78	Jonno	Castellano	L1	post15493374	eno2	Dutch-Flemish	L2
post15492253	0.66	S.V.	Español, México	L1	post15492226	Gepiept	.	L2
post15494730	0.68	jorgema	Peruvian Spanish	L1	post15494699	mra_zhn94	Persa - Persa	L2
post15492663	0.54	Gabriel	Argentina / Español	L1	post15492644	LuanBrasileño	Português do Brasil	L2
post3058748	0.73	horusankh	México, Español	L1	post3058702	sabrinita85	Italian	L2
post15485320	0.68	Gabriel	Argentina / Español	L1	post15485104	LuanBrasileño	Português do Brasil	L2
post15478154	0.63	Gabriel	Argentina / Español	L1	post15478147	LuanBrasileño	Português do Brasil	L2
post15471904	0.55	Quiviscumque	Spanish-Spain	L1	post15471817	fallu3jp	Japanese	L2
post15467869	0.64	Li'l Bull	Spanish (Spain)	L1	post15467382	contrabajo	mandarin-China	L2
post15468926	0.75	Miguel On Ojj	Castellano	L1	post15468906	P&B	Hungarian	L2
post15462124	0.78	Miguel On Ojj	Castellano	L1	post15462110	Armando Medina	Español	L1
post15465355	0.74	Drake15	Spanish (Argentina)	L1	post15464925	GabrielasBooks	Spanish - Spain	L1
post15460586	0.51	soplamocos	Español rioplatense	L1	post15460513	Thomas1	polszczyzna warszawska	L2
post15243581	0.76	soplamocos	Español rioplatense	L1	post15243313	treschick	croatian	L2
post15453532	0.69	Miguel On Ojj	Castellano	L1	post15452642	Gepiept	.	L2
post15453049	0.63	ukimix	español	L1	post15452028	Riki 123	italian	L2
post15451800	0.82	ukimix	español	L1	post15451654	Garapito	Francés	L2
post15449691	0.6	Accipiter	Spanish - Spain	L1	post15449662	Ruzanna	Russian	L2
post15445225	0.72	soplamocos	Español rioplatense	L1	post15444969	mra_zhn94	Persa - Persa	L2
post15443779	0.77	soplamocos	Español rioplatense	L1	post15443741	El decidor	Castellano	L1
post15442942	0.66	ukimix	español	L1	post15442902	renatapatry	Romanian	L2
post15441875	0.71	Saito_25	Spanish - Spain	L1	post15441830	Ruzanna	Russian	L2
post15442354	0.79	Accipiter	Spanish - Spain	L1	post15442305	Cacophony	Turkish	L2
post15413399	0.75	Xiscomx	Español de España y Balear	L1	post15413311	Saito_25	Spanish - Spain	L1
post15438159	0.75	Agró	Spanish-Navarre	L1	post15438147	jasminasul	Spanish Andalusia	L1
post15437485	0.69	ukimix	español	L1	post15437467	renatapatry	Romanian	L2
post15437549	0.74	Xiscomx	Español de España y Balear	L1	post15437473	renatapatry	Romanian	L2
post15436826	0.61	EPassalacqua	Español - Chile	L1	post15436798	DanielaKlein	Alemán	L2
post15436476	0.7	Xiscomx	Español de España y Balear	L1	post15436432	Elisatas	Greek	L2
post15434317	0.65	MargotPorcia	Español	L1	post15434220	Gepiept	.	L2
post15431095	0.75	Miguel On Ojj	Castellano	L1	post15431013	Saito_25	Spanish - Spain	L1
post15431899	0.79	JeSuisSnob	Mexican Spanish	L1	post15429078	wilangel	Spanish - Mexico	L1
post15428542	0.64	Miguel On Ojj	Castellano	L1	post15428516	Saito_25	Spanish - Spain	L1
post15423836	0.66	Saito_25	Spanish - Spain	L1	post15423803	LiamHo	Vietnamita	L2
post15421202	0.68	bacchebenevenies	Español (Argentina)	L1	post15421193	DanielaKlein	Alemán	L2
post2400949	0.82	chaquira16	Sevilla, española	L1	post2400543	CABARET	spanish México	L1
post15413323	0.71	Xiscomx	Español de España y Balear	L1	post15412990	fallu3jp	Japanese	L2
post15404094	0.76	OLIKUA	spanisch	L1	post15403570	Gemmenita	Azéri	L2
post15419195	0.71	ukimix	español	L1	post15419120	bellota32	hungarian	L2
post15418223	0.67	Accipiter	Spanish - Spain	L1	post15417903	didwkfl88	Korean	L2
post15415015	0.73	soplamocos	Español rioplatense	L1	post15414692	Luiz Eduardo Brandão	Brazil/portuguese	L2
post15408114	0.73	swift	Spanish – Costa Rica (Valle Central)	L1	post15406276	YoSebastián	Español	L1
post15410427	0.72	ukimix	español	L1	post15410356	GabrielasBooks	Spanish - Spain	L1
post15409761	0.76	Verónica76	Español - Argentina	L1	post15409645	VictorNapp	Español	L1
post15404634	0.77	Xiscomx	Español de España y Balear	L1	post15403223	Saito_25	Spanish - Spain	L1
post15398505	0.72	Jonno	Castellano	L1	post15398473	didwkfl88	Korean	L2
post15392524	0.78	S.V.	Español, México	L1	post15392466	flljob	México español	L1
post15389136	0.81	ukimix	español	L1	post15389060	Cornelioh	Español mexicano	L1
post15389671	0.73	swift	Spanish – Costa Rica (Valle Central)	L1	post15389642	kunvla	Ruso	L2
post6185536	0.68	Milton Sand	Español (Colombia)	L1	post6185387	andylopez	Spanish - Castellano	L1
post15387667	0.76	soplamocos	Español rioplatense	L1	post15387594	didwkfl88	Korean	L2
post15365266	0.61	Gabriel	Argentina / Español	L1	post15365062	Patri159	Castellano, España	L1
post15372403	0.54	ukimix	español	L1	post15372209	Janis Joplin	Español mexicano.	L1
post15367848	0.62	Sibutlasi	Spanish-Spain	L1	post15367634	TatanP.	Español - Colombia	L1
post15366537	0.69	Duometri	Spain, Spanish	L1	post15366253	Ruzanna	Russian	L2
post15365275	0.74	Gabriel	Argentina / Español	L1	post15363639	Gamen	Spanish Argentina	L1
post15362194	0.71	Xiscomx	Español de España y Balear	L1	post15361628	Elisatas	Greek	L2
post15350295	0.75	ukimix	español	L1	post15350189	kunvla	Ruso	L2
post15358610	0.65	Sibutlasi	Spanish-Spain	L1	post15358488	amoelreyleon	Alemán - Austria	L2
post15350992	0.76	Miguel On Ojj	Castellano	L1	post15350972	Ruzanna	Russian	L2
post15350810	0.71	Jonno	Castellano	L1	post15350727	Kaori194	ruso	L2
post15349542	0.72	ukimix	español	L1	post15349513	The Virgin	Arabic	L2
post15351150	0.82	ukimix	español	L1	post15350872	gepeta	Spanish - Spain	L1
post15334298	0.77	ukimix	español	L1	post15334246	totor	Castellano rioplatense	L1
post15343756	0.57	ukimix	español	L1	post15343731	Cornelioh	Español mexicano	L1
post15333361	0.62	Jonno	Castellano	L1	post15333034	Gepiept	.	L2
post15334248	0.78	Elxenc	català/valencià	L2	post15334158	nani pua	MEXICAN SPANISH	L1
post15334393	0.73	Xiscomx	Español de España y Balear	L1	post15332617	Big red machine	Japanese	L2
post15307514	0.51	sehait	ESPAÑOL	L1	post15306433	Programático	Español -Argentina-	L1
post15330642	0.71	aifustek032	Español (España)	L1	post15330567	DanielaKlein	Alemán	L2
post15330316	0.76	ukimix	español	L1	post15330206	GinevraD	Spanish - Latin America	L1
post15269965	0.71	Vampiro	Chile - Español	L1	post15269867	ukimix	español	L1
post15321544	0.56	nelliot53	Spanish-[PR]; English-[US]	L1	post15321499	Freddie86	Italian - Italy	L2
post798110	0.71	LadyBlakeney	Spain	L2	post798055	Alicia Translator	Spanish - Spain	L1
post7856863	0.66	Nokk	Mexican Spanish	L1	post7856831	valepixie	Español	L1
post15311768	0.64	ukimix	español	L1	post15311708	kakapadaka	Polish	L2
post15309870	0.74	Maggiebt	Spanish - México	L1	post15309795	P&B	Hungarian	L2
post15305336	0.67	Kaxgufen	Castellano de Argentina	L1	post15305221	Gepiept	.	L2
post15307546	0.53	sehait	ESPAÑOL	L1	post15307510	Luca Raciti	Italian - Italy	L2
post15300565	0.59	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post15299516	Gepiept	.	L2
post15296474	0.7	ukimix	español	L1	post15296449	Xiscomx	Español de España y Balear	L1
post15296678	0.73	ukimix	español	L1	post15296630	Janis Joplin	Español mexicano.	L1
post15287389	0.7	anipo	Spanish (Arg)- German	L1	post15287329	Gepiept	.	L2
post15287111	0.67	ukimix	español	L1	post15286678	popolvuh	Chinese, China	L2
post15276371	0.55	soplamocos	Español rioplatense	L1	post15276208	NattSoler	Castellano, España	L1
post15278902	0.65	soplamocos	Español rioplatense	L1	post15278432	Gepiept	.	L2
post15278480	0.73	Miguel On Ojj	Castellano	L1	post15278367	Gepiept	.	L2
post15277805	0.7	Jonno	Castellano	L1	post15277720	pach8	Greek	L2
post3061328	0.69	bb008	Caracas - Venezuela	L2	post3061242	chics	Catalan - Spanish	L1
post15266670	0.73	Jonno	Castellano	L1	post15266642	Mark_from_Garland	English	L2
post15267704	0.6	Aviador	Castellano de Chile	L1	post15267194	bluemeanie	Mexican Spanish	L1
post15269887	0.64	ukimix	español	L1	post15269827	Word Eater	Russian - Moscow	L2
post15266954	0.74	Gabriel	Argentina / Español	L1	post15266908	asm	Mexico, Spanish	L1
post15259991	0.74	Jonno	Castellano	L1	post15259641	francisgranada	Hungarian	L2
post15259358	0.77	kunvla	Ruso	L2	post15258778	popolvuh	Chinese, China	L2
post15252367	0.73	Gabriel	Argentina / Español	L1	post15252215	Alemanita	German, Germany	L2
post15035582	0.63	Peterdg	Dutch - Belgium	L2	post15034980	miguell	Polaco	L2
post15250482	0.63	ukimix	español	L1	post15250389	kzman	Español de Chile	L1
post4870892	0.8	Bocha	castellano	L1	post4870845	lulilanzi	Spanish|Argentina	L1
post15245773	0.77	Miguel On Ojj	Castellano	L1	post15245730	lessia	Russian; Russia	L2
post15241292	0.81	soplamocos	Español rioplatense	L1	post15241234	francisgranada	Hungarian	L2
post15233488	0.71	ukimix	español	L1	post15233303	Sibutlasi	Spanish-Spain	L1
post15231780	0.74	soplamocos	Español rioplatense	L1	post15231376	pelus	Castellano (Argentina)	L1
post15223608	0.67	Janis Joplin	Español mexicano.	L1	post15223529	Gepiept	.	L2
post15224425	0.73	ACQM	Spain - Spanish	L1	post15224301	elreyahmed	arabic	L2
post15224447	0.79	ACQM	Spain - Spanish	L1	post15224408	Leonardo94	Italian	L2
post15221553	0.62	ukimix	español	L1	post15221448	daemon2470	Español - Perú	L1
post15220440	0.76	ukimix	español	L1	post15220066	Cornelioh	Español mexicano	L1
post15219163	0.55	Duometri	Spain, Spanish	L1	post15219139	popolvuh	Chinese, China	L2
post15219073	0.61	Jonno	Castellano	L1	post15218981	popolvuh	Chinese, China	L2
post13368667	0.61	autrex2811	Español-castellano, son lo mismo	L1	post13368487	fellohr	german	L2
post15208582	0.73	Gabriel	Argentina / Español	L1	post15208514	dudana	serbio	L2
post15213782	0.68	soplamocos	Español rioplatense	L1	post15213769	Einat	hebrew	L2
post15214161	0.67	Mariaespa	Spanish-España	L1	post15214007	RamonRojo	italiano	L2
post15212953	0.6	soplamocos	Español rioplatense	L1	post15211505	retana	Spanish-Mexico	L1
post15211851	0.79	Tura	Spanish/Catalan	L1	post15211523	PAMA75	español	L1
post15212459	0.73	Julvenzor	Español propio (Andalucía, España)	L1	post15212309	radiogirl	Español - Argentina	L1
post15209447	0.6	aleCcowaN	Castellano - Argentina	L1	post15209044	DanielaKlein	Alemán	L2
post15210889	0.71	swift	Spanish – Costa Rica (Valle Central)	L1	post15210853	bacchebenevenies	Español (Argentina)	L1
post15191619	0.8	Jonno	Castellano	L1	post15191537	akis1978	greek	L2
post15185960	0.71	aleCcowaN	Castellano - Argentina	L1	post15185929	Cornelioh	Español mexicano	L1
post15182876	0.72	Miguel On Ojj	Castellano	L1	post15182856	sfpublead	Spanish - Nicaragua	L1
post15179925	0.77	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post15179466	orjovino	ESPAÑA	L1
post15179936	0.45	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post15179481	popolvuh	Chinese, China	L2
post15179899	0.72	lavecilla	Español	L1	post15179605	popolvuh	Chinese, China	L2
post15176527	0.65	Cbes	Spanish-Argentina	L1	post15176440	Rasmus1504	Danés	L2
post15173914	0.75	Miguel On Ojj	Castellano	L1	post15173580	celestenovelli	Spanish, Argentina	L1
post15169540	0.73	Duometri	Spain, Spanish	L1	post15169388	Lullay	Spanish - Mexico	L1
post15161980	0.76	Alundra	España - Castellano	L1	post15161925	germanbz	Spanish-Spain/Catalan (Val)	L1
post14529513	0.65	swift	Spanish – Costa Rica (Valle Central)	L1	post14529465	DanielaKlein	Alemán	L2
post15163920	0.68	soplamocos	Español rioplatense	L1	post15163706	kotorkotor	spanish-Spain	L1
post15163075	0.58	ukimix	español	L1	post15163048	Ergosum	korean, Spanish, English	L1
post15162792	0.79	Miguel On Ojj	Castellano	L1	post15162506	chkl+A²	Mexican Spanish	L1
post15147808	0.77	Jonno	Castellano	L1	post15147690	caro44	French - France	L2
post15159369	0.57	soplamocos	Español rioplatense	L1	post15159230	DanielaKlein	Alemán	L2
post15154877	0.71	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post15154251	hubert145	Spanish	L1
post15155043	0.71	SevenDays	Spanish	L1	post15154992	WeimarK	Spanish	L1
post15127560	0.8	Ludaico	España, español, murciano	L1	post15127425	Xiscomx	Español de España y Balear	L1
post15154195	0.76	soplamocos	Español rioplatense	L1	post15153922	DanielaKlein	Alemán	L2
post15148610	0.51	ukimix	español	L1	post15148580	Ángela W.	serbian	L2
post15149957	0.38	kunvla	Ruso	L2	post15149676	DanielaKlein	Alemán	L2
post12663573	0.8	Oldy Nuts	Spanish - Chile	L1	post12662487	davo86	castellano	L1
post15149749	0.57	soplamocos	Español rioplatense	L1	post15148265	Suampox	Spanish	L1
post15150553	0.76	Jonno	Castellano	L1	post15150517	mirla	Russia, Russian	L2
post15149623	0.66	Jonno	Castellano	L1	post15149496	omarzur	arabe	L2
post15144799	0.62	freddyJ	Español /Inglés	L1	post15144756	Neo1961	Castellano	L1
post15147305	0.74	JeSuisSnob	Mexican Spanish	L1	post15145208	vimpaya1909	Español Colombia	L1
post15146125	0.73	WAMES.UY	Portuguese - Brazil	L2	post15146096	Mejsy	czech	L2
post15138117	0.74	soplamocos	Español rioplatense	L1	post15138050	Luiz Eduardo Brandão	Brazil/portuguese	L2
post15131524	0.65	Jaime Bien	Español/España	L1	post15131346	Gepiept	.	L2
post15137883	0.74	swift	Spanish – Costa Rica (Valle Central)	L1	post15137828	DanielaKlein	Alemán	L2
post15137456	0.77	Jonno	Castellano	L1	post15137413	friasc	English-Spanish	L1
post15138382	0.69	soplamocos	Español rioplatense	L1	post15138355	popolvuh	Chinese, China	L2
post15138235	0.67	Peterdg	Dutch - Belgium	L2	post15138114	DanielaKlein	Alemán	L2
post15131566	0.6	Jaime Bien	Español/España	L1	post15131335	Gepiept	.	L2
post15126963	0.67	Ludaico	España, español, murciano	L1	post15126599	Amy Rubio	Spanish	L1
post15126282	0.69	Jonno	Castellano	L1	post15126155	emili_12	bulgaro	L2
post15114333	0.73	bacchebenevenies	Español (Argentina)	L1	post15114290	soplamocos	Español rioplatense	L1
post15120534	0.7	Kaxgufen	Castellano de Argentina	L1	post15120420	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post15085281	0.7	Jaime Bien	Español/España	L1	post15085258	DanielaKlein	Alemán	L2
post15113121	0.81	Little Chandler	español (ESP)	L1	post15113095	DanielaKlein	Alemán	L2
post8229360	0.75	Vampiro	Chile - Español	L1	post8228552	soyelyugo	Argentine Spanish	L1
post15112330	0.68	Jonno	Castellano	L1	post15112273	celiaclara	Spanish-Spain	L1
