message_id	ttr	speaker	lang	ltype
post16377349	0.72	Logospreference-1	français	L1
post16377649	0.65	Maître Capello	French – Switzerland	L1
post17852844	0.81	Monicaallred	Portuguese - Brazil	L2
post17852758	0.83	aitonnudieu	Vietnamien	L2
post11956661	0.7	semicolin	English (American)	L2
post17851634	0.82	sesame_fr11	Chinese	L2
post6276161	0.71	Gwynplaine	French	L1
post17850043	0.73	Yendred	Français - France	L1
post17850685	0.74	k@t	Français de France	L1
post17850726	0.76	Nanon	français (France)	L1
post17850734	0.84	Maître Capello	French – Switzerland	L1
post17850862	0.8	TristánFarias	Español	L2
post17850618	0.69	Piotr Ivanovitch	France	L1
post11850882	0.66	Clotaire	Français	L1
post17847144	0.73	k@t	Français de France	L1
post17847673	0.59	k@t	Français de France	L1
post17849154	0.7	k@t	Français de France	L1
post17849124	0.72	k@t	Français de France	L1
post12296334	0.71	maluigi	español-costa rica	L2
post17842324	0.67	OLN	French - France,  ♀	L1
post17837852	0.7	sesame_fr11	Chinese	L2
post17846239	0.77	Seelewig	Spanish & Catalan	L2
post17844474	0.77	janpol	France - français	L1
post17844557	0.76	Bezoard	French - France	L1
post17840949	0.67	Maître Capello	French – Switzerland	L1
post17843391	0.65	k@t	Français de France	L1
post16323389	0.73	Grop	français	L1
post17836489	0.88	Mioche	Dutch	L2
post17836711	0.73	Maître Capello	French – Switzerland	L1
post17831942	0.64	k@t	Français de France	L1
post17832774	0.74	Anasola	France (Français)	L1
post17835477	0.75	k@t	Français de France	L1
post17838362	0.6	Nanon	français (France)	L1
post1297400	0.68	Anne345	France	L1
post3062214	0.68	coup de pouce	Belgium, French	L1
post15286167	0.68	AmaryllisBunny	AmE	L2
post2949922	0.69	orlando09	English (England)	L2
post2950003	0.73	itka	français	L1
post2951277	0.77	Agnès E.	France, French	L1
post16046088	0.8	Logospreference-1	français	L1
post17835987	0.67	zapspan	English, USA (Southern California)	L2
post17832255	0.62	xXxLaPaixXxX	English - Canada	L2
post17832623	0.44	Maître Capello	French – Switzerland	L1
post17836312	0.6	Yendred	Français - France	L1
post17831748	0.8	aliyoni	turkish	L2
post17832080	0.72	Adimine	English - United Kingdom	L2
post17832588	0.71	pcy0308	Korean	L2
post3507603	0.6	sxb85	France	L1
post10836795	0.74	Chimel	Français	L1
post16410725	0.71	Dave62	French - France	L1
post17192397	0.72	CHOCOLAT17	coréen	L2
post17195174	0.67	CHOCOLAT17	coréen	L2
post17199981	0.63	k@t	Français de France	L1
post17200122	0.7	CHOCOLAT17	coréen	L2
post17207467	0.76	k@t	Français de France	L1
post17831556	0.77	giuseppegg	Italian	L2
post17831642	0.7	Piotr Ivanovitch	France	L1
post17829022	0.77	egressio	korean	L2
post17828016	0.61	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post17828420	0.61	Maître Capello	French – Switzerland	L1
post17825985	0.74	Yendred	Français - France	L1
post17829025	0.8	egressio	korean	L2
post17827297	0.74	abeille55	anglais -- États-Unis	L2
post17801928	0.7	k@t	Français de France	L1
post17801970	0.68	k@t	Français de France	L1
post17805056	0.56	k@t	Français de France	L1
post17809314	0.55	k@t	Français de France	L1
post17828013	0.75	iuytr	french	L1
post17703436	0.74	Áskera	Spanish - Puerto Rico	L2
post17705046	0.74	Áskera	Spanish - Puerto Rico	L2
post17825166	0.68	Áskera	Spanish - Puerto Rico	L2
post2150839	0.65	Bix	French - Belgium	L1
post8695203	0.74	Chimel	Français	L1
post10469689	0.57	féebleue	Romanian	L2
post10469744	0.63	vernac	Spanish	L2
post10469958	0.57	JeanDeSponde	France, Français	L1
post14127159	0.7	Maître Capello	French – Switzerland	L1
post17825566	0.86	meliss	Ukrainian, Russian	L2
post17809694	0.81	k@t	Français de France	L1
post17823637	0.65	xmarabout	French - Belgium	L1
post17822255	0.78	Armonyak	Arabic	L2
post17822887	0.77	iuytr	french	L1
post17823771	0.79	ancenis	français/France	L1
post17821695	0.82	JiPiJou	French	L1
post17822238	0.81	Little Star	Persian	L2
post17816273	0.72	Yendred	Français - France	L1
post17820216	0.86	ancenis	français/France	L1
post1636217	0.74	itka	français	L1
post1636273	0.83	CABEZOTA	french	L1
post2131063	0.79	Crescent	Russian, (Ukraine)	L2
post2131263	0.65	CABEZOTA	french	L1
post2133810	0.71	emmaD	français, France	L1
post6075617	0.79	Fred_C	Français	L1
post7670808	0.82	hugohaas	French	L1
post17806021	0.72	Lunettes de Manon	Chinois	L2
post17819629	0.74	OLN	French - France,  ♀	L1
post17813985	0.7	SergueiL	Français	L1
post17812984	0.8	Midona	English - US	L2
post17812662	0.64	ancenis	français/France	L1
post17811658	0.76	Mioche	Dutch	L2
post17810918	0.73	k@t	Français de France	L1
post17811039	0.74	k@t	Français de France	L1
post17810709	0.65	Mioche	Dutch	L2
post17810107	0.78	claire0831	Chinese	L2
post17808209	0.75	stephanois	Español	L2
post17805643	0.75	Gemmenita	Azéri	L2
post17809012	0.73	giuseppegg	Italian	L2
post17807801	0.67	Grégory80	French	L1
post17808240	0.64	Maître Capello	French – Switzerland	L1
post17804836	0.75	giuseppegg	Italian	L2
post8150824	0.59	Anna-chonger	Chinese	L2
post11209198	0.53	Maître Capello	French – Switzerland	L1
post14250280	0.66	Logospreference-1	français	L1
post15715736	0.75	Nicomon	Français, Québec ♀	L1
post17860045	0.69	Maître Capello	French – Switzerland	L1
post17804999	0.71	ancenis	français/France	L1
post17794955	0.75	sesame_fr11	Chinese	L2
post17804354	0.72	SergueiL	Français	L1
post17802853	0.74	olivier68	French Paris France	L1
post17803853	0.79	olivier68	French Paris France	L1
post17794264	0.41	Djin	Português (Brasil)	L2
post17797340	0.7	Bezoard	French - France	L1
post17797932	0.48	k@t	Français de France	L1
post17797946	0.77	Bezoard	French - France	L1
post17797981	0.69	k@t	Français de France	L1
post17798108	0.83	Maître Capello	French – Switzerland	L1
post17798200	0.77	k@t	Français de France	L1
post17799814	0.75	chrisnico89	Chinese	L2
post17802297	0.79	JadedLad	English - UK	L2
post17803064	0.5	Maître Capello	French – Switzerland	L1
post17800696	0.76	chinoisautodidacte	chinois	L2
post17801012	0.7	chinoisautodidacte	chinois	L2
post17799955	0.82	wm138	Chinese	L2
post6789196	0.63	TitTornade	French - France	L1
post17442370	0.59	k@t	Français de France	L1
post17796521	0.73	JadedLad	English - UK	L2
post17797554	0.64	k@t	Français de France	L1
post17796174	0.68	Metrop	English - US	L2
post17793496	0.73	Gemmenita	Azéri	L2
post17793657	0.75	Gemmenita	Azéri	L2
post17793006	0.75	gvergara	Español	L2
post17792942	0.86	wm138	Chinese	L2
post17793524	0.75	Reynald	Français - France	L1
post17790289	0.74	Chimel	Français	L1
post17791511	0.77	Yendred	Français - France	L1
post17790986	0.62	JadedLad	English - UK	L2
post17791202	0.51	k@t	Français de France	L1
post17789246	0.61	pcy0308	Korean	L2
post17789653	0.74	janpol	France - français	L1
post17784311	0.77	Robinehood	français-France	L1
post17784974	0.77	aitonnudieu	Vietnamien	L2
post1008522	0.79	nic456	alemán	L2
post2256452	0.72	Francois114	French - France	L1
post2453580	0.64	itka	français	L1
post4104010	0.64	spielenschach	Portugal . Portuguese	L2
post4106594	0.6	Calamitintin	France, St Maix les bains, 79	L1
post9442826	0.71	Maître Capello	French – Switzerland	L1
post17785843	0.82	egressio	korean	L2
post17783382	0.79	gvergara	Español	L2
post17784284	0.81	aitonnudieu	Vietnamien	L2
post17784392	0.8	Yendred	Français - France	L1
post7709710	0.79	hugohaas	French	L1
post17778259	0.74	Áskera	Spanish - Puerto Rico	L2
post7173347	0.74	JiPiJou	French	L1
post17777776	0.74	Áskera	Spanish - Puerto Rico	L2
post17776244	0.83	aitonnudieu	Vietnamien	L2
post17776581	0.76	egressio	korean	L2
post17776486	0.84	gabbribeiro	Brazilian Portuguese	L2
post17776985	0.65	Maître Capello	French – Switzerland	L1
post17773562	0.76	Lunettes de Manon	Chinois	L2
post17774532	0.68	Grégory80	French	L1
post17775609	0.62	Grégory80	French	L1
post17774278	0.81	aitonnudieu	Vietnamien	L2
post17774324	0.75	iuytr	french	L1
post17774429	0.66	Maître Capello	French – Switzerland	L1
post17772550	0.75	aitonnudieu	Vietnamien	L2
post17773723	0.46	Maître Capello	French – Switzerland	L1
post17773379	0.79	aitonnudieu	Vietnamien	L2
post17772979	0.64	snarkhunter	French - France	L1
post15807455	0.78	plantin	français	L1
post17772112	0.85	Tesuji	français	L1
post17770352	0.69	iuytr	french	L1
post17771054	0.75	Lunettes de Manon	Chinois	L2
post1667030	0.68	raphaelenka	switzerland	L2
post2502233	0.67	nopal	french of FRANCE	L1
post2601948	0.64	Icetrance	US English	L2
post2602225	0.78	Anne345	France	L1
post2609791	0.71	Anne345	France	L1
post2624711	0.75	Icetrance	US English	L2
post17295723	0.65	Nathalie Langfrance	Russe	L2
post17295957	0.63	Maître Capello	French – Switzerland	L1
post17765553	0.79	pcy0308	Korean	L2
post17765737	0.63	Monsieur Leland	French - France	L1
post17765888	0.78	Maître Capello	French – Switzerland	L1
post17769326	0.73	Maître Capello	French – Switzerland	L1
post17770428	0.76	k@t	Français de France	L1
post17770449	0.75	Maître Capello	French – Switzerland	L1
post17770468	0.79	k@t	Français de France	L1
post17766242	0.64	Shanon7	Français - France	L1
post17765823	0.73	nicduf	français	L1
post12824419	0.87	silver lining	French - Canada	L1
post17762404	0.66	ancenis	français/France	L1
post17763090	0.74	Maître Capello	French – Switzerland	L1
post7083796	0.77	Salvatos	French - Québec	L1
post17763962	0.7	pcy0308	Korean	L2
post17751522	0.71	ancenis	français/France	L1
post15918485	0.76	Nawaq	français (France)	L1
post15925249	0.7	Nawaq	français (France)	L1
post15928148	0.82	didierpitre	French - Ontario (Canada)	L1
post17763362	0.74	chinoisautodidacte	chinois	L2
post17763334	0.78	chinoisautodidacte	chinois	L2
post16613237	0.72	plantin	français	L1
post17762950	0.75	Bruno de Paris	Italian	L2
post17760494	0.51	Maître Capello	French – Switzerland	L1
post17762111	0.73	Áskera	Spanish - Puerto Rico	L2
post17758247	0.67	TristánFarias	Español	L2
post17758029	0.68	Áskera	Spanish - Puerto Rico	L2
post17756127	0.75	aitonnudieu	Vietnamien	L2
post17756507	0.78	SergueiL	Français	L1
post17752579	0.76	aitonnudieu	Vietnamien	L2
post17753006	0.55	TristánFarias	Español	L2
post17753117	0.62	OLN	French - France,  ♀	L1
post17745382	0.81	aitonnudieu	Vietnamien	L2
post13558039	0.79	Logospreference-1	français	L1
post17749467	0.72	janpol	France - français	L1
post17749541	0.51	OLN	French - France,  ♀	L1
post17747395	0.67	pcy0308	Korean	L2
post17747708	0.64	Maître Capello	French – Switzerland	L1
post17745116	0.81	aitonnudieu	Vietnamien	L2
post5601901	0.84	RaeChan	UK, British English	L2
post5123343	0.78	Anne345	France	L1
post15645524	0.44	Maître Capello	French – Switzerland	L1
post17743424	0.64	Bezoard	French - France	L1
post17742452	0.73	sésameouvretoi	chinois	L2
post4457696	0.62	Piotr Ivanovitch	France	L1
post7319335	0.63	Asmodée	Français	L1
post15970116	0.69	agnelo	French	L1
post17742762	0.64	WAMES.UY	Portuguese - Brazil	L2
post6105955	0.58	arundhati	French - France	L1
post6112361	0.57	Gwynplaine	French	L1
post12396406	0.64	Ibn Nacer	French - France	L1
post13129571	0.72	Ibn Nacer	French - France	L1
post13131975	0.61	Ibn Nacer	French - France	L1
post13132143	0.7	Maître Capello	French – Switzerland	L1
post14769701	0.7	naolinco	français- Belgique	L1
post17742254	0.85	aitonnudieu	Vietnamien	L2
post3290715	0.81	gvergara	Español	L2
post17741028	0.68	sésameouvretoi	chinois	L2
post17739248	0.76	gvergara	Español	L2
post17731976	0.71	saquiwej	Hongrois	L2
post17732633	0.51	Grégory80	French	L1
post17732719	0.68	Maître Capello	French – Switzerland	L1
post17733225	0.77	saquiwej	Hongrois	L2
post17738413	0.69	Bezoard	French - France	L1
post17737527	0.78	gvergara	Español	L2
post17737314	0.78	ancenis	français/France	L1
post17732544	0.79	chinoisautodidacte	chinois	L2
post17736371	0.75	jprr	french - France	L1
post17733610	0.75	aitonnudieu	Vietnamien	L2
post17732979	0.61	OLN	French - France,  ♀	L1
post17732374	0.71	jprr	french - France	L1
post17730340	0.75	gvergara	Español	L2
post17730443	0.73	SergueiL	Français	L1
post17730502	0.55	LauraTMC	Cantonese - Hong Kong	L2
post17731039	0.56	Maître Capello	French – Switzerland	L1
post17702066	0.81	iuytr	french	L1
post17702534	0.72	Nanon	français (France)	L1
post17703570	0.73	SergueiL	Français	L1
post17729042	0.69	sesame_fr11	Chinese	L2
post17723238	0.65	wm138	Chinese	L2
post17729525	0.75	chinoisautodidacte	chinois	L2
post17721403	0.79	friasc	English-Spanish	L2
post17722108	0.83	rallyebaba	français	L1
post17722766	0.87	friasc	English-Spanish	L2
post17725399	0.75	sesame_fr11	Chinese	L2
post17725180	0.81	chinoisautodidacte	chinois	L2
post17723322	0.72	sesame_fr11	Chinese	L2
post17724087	0.8	ancenis	français/France	L1
post10915798	0.7	Chimel	Français	L1
post10915818	0.77	Lacuzon	French - France	L1
post10918717	0.72	Logospreference-1	français	L1
post10924332	0.78	elenapoint	French	L1
post10933104	0.74	Nanon	français (France)	L1
post17723772	0.66	jprr	french - France	L1
post8955780	0.76	Chimel	Français	L1
post621944	0.78	xav	France	L1
post622701	0.77	xav	France	L1
post5294816	0.77	janpol	France - français	L1
post5739975	0.73	Bartalmission	tchèque	L2
post5740067	0.67	Maître Capello	French – Switzerland	L1
post5745645	0.74	Bartalmission	tchèque	L2
post5745704	0.64	Maître Capello	French – Switzerland	L1
post5746977	0.75	Bartalmission	tchèque	L2
post5747722	0.76	itka	français	L1
post6866216	0.8	Sexygillou	French	L1
post6867662	0.73	Malquito	English - UK	L2
post7458068	0.67	NdiliMfumu	English USA	L2
post7469523	0.62	NdiliMfumu	English USA	L2
post7475562	0.73	NdiliMfumu	English USA	L2
post10075764	0.77	Jim69	French	L1
post13679125	0.7	Kirill V.	Russian	L2
post13679523	0.68	Logospreference-1	français	L1
post17717282	0.74	Pascall	Français	L1
post17718067	0.75	janpol	France - français	L1
post5737521	0.74	Punky Zoé	France - français	L1
post12306494	0.65	Pure_Yvesil	Dutch	L2
post12306596	0.55	Lacuzon	French - France	L1
post12306704	0.43	Lacuzon	French - France	L1
post17722025	0.69	ArmadilloAbcd	Italian	L2
post788757	0.78	xav	France	L1
post7648354	0.74	dov	French	L1
post7648573	0.8	Chimel	Français	L1
post15410654	0.8	Logospreference-1	français	L1
post15411085	0.81	Roméo31	français - France	L1
post17721619	0.81	rinand1000	German- Germany	L2
post1333025	0.72	stephatme	French, France	L1
post4130229	0.66	alexa99	france	L1
post10785645	0.64	Marie3933	français	L1
post12296551	0.76	Chimel	Français	L1
post12297641	0.69	Maître Capello	French – Switzerland	L1
post17719248	0.71	Charlie Parker	English Canada	L2
post17719804	0.81	Bezoard	French - France	L1
post17720951	0.71	Bezoard	French - France	L1
post17716114	0.74	Monicaallred	Portuguese - Brazil	L2
post17716326	0.74	Bezoard	French - France	L1
post17719278	0.83	chinoisautodidacte	chinois	L2
post17720142	0.75	Bezoard	French - France	L1
post10324607	0.71	limelinedavenue	chinese	L2
post10325914	0.8	limelinedavenue	chinese	L2
post10327535	0.84	Chimel	Français	L1
post1459273	0.61	Texas Heat Wave	English, USA	L2
post14365236	0.65	ilie86	Italien	L2
post16860620	0.82	Benoit Lavaut	Français - France	L1
post16860775	0.69	Nicomon	Français, Québec ♀	L1
post16861332	0.7	Maître Capello	French – Switzerland	L1
post16861658	0.74	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16862388	0.79	Benoit Lavaut	Français - France	L1
post16862872	0.69	Nicomon	Français, Québec ♀	L1
post17681090	0.66	OLN	French - France,  ♀	L1
post17682475	0.75	Blougouz	french-France	L1
post17686073	0.78	OLN	French - France,  ♀	L1
post17687940	0.78	Bezoard	French - France	L1
post17714866	0.79	chinoisautodidacte	chinois	L2
post17716405	0.67	ancenis	français/France	L1
post17712441	0.79	gvergara	Español	L2
post8875505	0.69	Clotaire	Français	L1
post8875943	0.68	itka	français	L1
post17714590	0.72	friasc	English-Spanish	L2
post17714120	0.83	aitonnudieu	Vietnamien	L2
post17712501	0.79	chinoisautodidacte	chinois	L2
post17704240	0.83	J.F. de TROYES	francais-France	L1
post17705887	0.69	OLN	French - France,  ♀	L1
post17708492	0.71	Nanon	français (France)	L1
post17710906	0.68	chinoisautodidacte	chinois	L2
post17701989	0.75	ancenis	français/France	L1
post17708629	0.61	Daniel A.	romanian	L2
post17707267	0.85	chinoisautodidacte	chinois	L2
post17706348	0.78	aitonnudieu	Vietnamien	L2
post17703465	0.73	Áskera	Spanish - Puerto Rico	L2
post17705693	0.86	chinoisautodidacte	chinois	L2
post10386491	0.77	dupo	German-French	L1
post10387136	0.8	dupo	German-French	L1
post10388804	0.66	dupo	German-French	L1
post17704331	0.73	olivier68	French Paris France	L1
post17703544	0.8	Bezoard	French - France	L1
post17702365	0.81	chinoisautodidacte	chinois	L2
post17702601	0.76	J.F. de TROYES	francais-France	L1
post3442960	0.76	Nicomon	Français, Québec ♀	L1
post4181586	0.78	itka	français	L1
post9868786	0.71	Frapap	Switzerland/French-Italian	L1
post11149800	0.59	Maître Capello	French – Switzerland	L1
post11151018	0.59	Logospreference-1	français	L1
post11153416	0.76	Aoyama	français Clodoaldien	L1
post17701901	0.81	Jasmine tea	French - France	L1
post17702084	0.8	Nanon	français (France)	L1
post17700768	0.62	OLN	French - France,  ♀	L1
post17696776	0.81	chinoisautodidacte	chinois	L2
post17697862	0.76	Gemmenita	Azéri	L2
post17698930	0.73	Gemmenita	Azéri	L2
post17690097	0.64	chinoisautodidacte	chinois	L2
post17690266	0.62	Maître Capello	French – Switzerland	L1
post17690371	0.73	chinoisautodidacte	chinois	L2
post17691163	0.67	SergueiL	Français	L1
post17698313	0.63	Nanon	français (France)	L1
post17698144	0.77	chinoisautodidacte	chinois	L2
post17698197	0.73	Nanon	français (France)	L1
post17694908	0.83	gvergara	Español	L2
post17694847	0.63	Charlie Parker	English Canada	L2
post17695872	0.78	gvergara	Español	L2
post17693660	0.77	Áskera	Spanish - Puerto Rico	L2
post17694948	0.75	Reynald	Français - France	L1
post17687972	0.78	chinoisautodidacte	chinois	L2
post17694313	0.78	mieuxcerise	Japanese-Japan	L2
post17694533	0.78	Bezoard	French - France	L1
