message_id	ttr	speaker	lang	ltype
post13884109	0.72	Nate385	Français	L1
post13883335	0.59	SAIP0	Latvian	L2
post13884387	0.73	Logospreference-1	français	L1
post13884427	0.83	SAIP0	Latvian	L2
post13880004	0.78	Logospreference-1	français	L1
post13875335	0.72	simenon	italien	L2
post13860478	0.7	denebe	français	L1
post13872148	0.72	simenon	italien	L2
post13872256	0.71	simenon	italien	L2
post13871762	0.69	simenon	italien	L2
post13874438	0.74	Logospreference-1	français	L1
post13875134	0.8	simenon	italien	L2
post13875936	0.76	littlepond	Hindi	L2
post13874093	0.8	olciak	polish	L2
post13875316	0.81	olciak	polish	L2
post13872131	0.77	prinver	néerlandais	L2
post13868852	0.67	Glockenblume	Deutsch (Hochdeutsch und "Frängisch")	L2
post13868500	0.72	lanneaudesaturne	Russe	L2
post13868547	0.69	Maître Capello	French – Switzerland	L1
post13864376	0.61	Logospreference-1	français	L1
post13860541	0.71	Gemmenita	Azéri	L2
post13865866	0.74	simenon	italien	L2
post13865959	0.77	snarkhunter	French - France	L1
post13865806	0.8	simenon	italien	L2
post13863522	0.73	simenon	italien	L2
post13862271	0.79	Logospreference-1	français	L1
post13860145	0.79	Xence	Algeria (Arabic - French)	L1
post13861357	0.78	denebe	français	L1
post5648407	0.67	Nicomon	Français, Québec ♀	L1
post9630793	0.59	Anna-chonger	Chinese	L2
post9630864	0.78	amelie25	français	L1
post13858840	0.79	snarkhunter	French - France	L1
post5933612	0.65	pjg111	French English Italian	L1
post10150079	0.67	budicat	FRANCE	L1
post10150442	0.66	JeanDeSponde	France, Français	L1
post10152514	0.77	CapnPrep	AmE	L2
post13857886	0.76	simenon	italien	L2
post13857987	0.69	simenon	italien	L2
post4199599	0.72	Aoyama	français Clodoaldien	L1
post4200268	0.72	Qcumber	UK English	L2
post11382661	0.8	JeanDeSponde	France, Français	L1
post13855574	0.85	snarkhunter	French - France	L1
post13851868	0.81	littlepond	Hindi	L2
post13854442	0.84	plantin	français	L1
post13854250	0.64	denebe	français	L1
post13850537	0.73	Logospreference-1	français	L1
post13834833	0.59	Logospreference-1	français	L1
post13854019	0.77	SAIP0	Latvian	L2
post13853488	0.67	denebe	français	L1
post13852186	0.75	SAIP0	Latvian	L2
post13851573	0.73	simenon	italien	L2
post13850480	0.73	Logospreference-1	français	L1
post13842917	0.78	KaRiNe_Fr	Français, French - France	L1
post13843247	0.64	Logospreference-1	français	L1
post13833752	0.79	snarkhunter	French - France	L1
post13848000	0.75	simenon	italien	L2
post13847471	0.64	OLN	French - France,  ♀	L1
post13847648	0.58	denebe	français	L1
post13847676	0.7	denebe	français	L1
post13845387	0.76	snarkhunter	French - France	L1
post13845827	0.63	SAIP0	Latvian	L2
post13846154	0.64	SAIP0	Latvian	L2
post13846403	0.65	sisichen	CHINOIS	L2
post13845561	0.72	Logospreference-1	français	L1
post13845626	0.68	Punky Zoé	France - français	L1
post13842695	0.8	simenon	italien	L2
post13842973	0.66	simenon	italien	L2
post13843706	0.78	Logospreference-1	français	L1
post13838540	0.68	SAIP0	Latvian	L2
post13841314	0.74	Logospreference-1	français	L1
post13841565	0.73	Logospreference-1	français	L1
post13843446	0.82	Pierre Simon	English	L2
post13839750	0.69	prinver	néerlandais	L2
post13838018	0.8	Logospreference-1	français	L1
post13837659	0.62	torontonian69	English (Canada)	L2
post13831639	0.66	marsi.ku	Czech	L2
post13835489	0.79	simenon	italien	L2
post13821023	0.78	le Grand Soir	Anglais, dialecte de San Francisco	L1
post13828635	0.8	J.F. de TROYES	francais-France	L1
post13835002	0.73	Logospreference-1	français	L1
post13834360	0.77	SAIP0	Latvian	L2
post13833043	0.76	simenon	italien	L2
post13833444	0.72	simenon	italien	L2
post13833593	0.61	Logospreference-1	français	L1
post13833903	0.74	simenon	italien	L2
post13834141	0.66	simenon	italien	L2
post13814891	0.77	SAIP0	Latvian	L2
post13815090	0.72	janpol	France - français	L1
post13815266	0.77	SAIP0	Latvian	L2
post13815339	0.72	snarkhunter	French - France	L1
post13830288	0.71	SAIP0	Latvian	L2
post13831247	0.74	SAIP0	Latvian	L2
post13833293	0.83	SAIP0	Latvian	L2
post13833644	0.75	snarkhunter	French - France	L1
post13833211	0.59	desenchante	spanish	L2
post13833253	0.73	Lly4n4	Français (France)	L1
post13830892	0.66	SAIP0	Latvian	L2
post13831307	0.59	SAIP0	Latvian	L2
post13830872	0.76	snarkhunter	French - France	L1
post13827708	0.65	vanves	Dutch	L2
post13803039	0.78	simenon	italien	L2
post13803237	0.74	simenon	italien	L2
post13803363	0.8	Logospreference-1	français	L1
post13825659	0.7	SAIP0	Latvian	L2
post13825592	0.86	Logospreference-1	français	L1
post13826750	0.74	Logospreference-1	français	L1
post13824900	0.82	SAIP0	Latvian	L2
post13825221	0.74	Logospreference-1	français	L1
post13824963	0.78	simenon	italien	L2
post13825527	0.71	Logospreference-1	français	L1
post13822662	0.77	simenon	italien	L2
post13824177	0.66	SAIP0	Latvian	L2
post13824269	0.79	Chimel	Français	L1
post13815554	0.77	Logospreference-1	français	L1
post13822803	0.75	arielzeitoun	French	L1
post13822862	0.6	lamy08	French	L1
post13821588	0.83	tomaraya	korean	L2
post13820607	0.79	KaRiNe_Fr	Français, French - France	L1
post13820724	0.73	OLN	French - France,  ♀	L1
post6944981	0.78	Berlingue	Québec, Canada, Français / English	L1
post6945277	0.78	charlybou	auvergnat	L2
post6945858	0.84	Berlingue	Québec, Canada, Français / English	L1
post13808624	0.8	gentilhom	français	L1
post13809510	0.81	Logospreference-1	français	L1
post13811802	0.83	Chimel	Français	L1
post13812320	0.7	enoeno	french	L1
post13812823	0.77	Boileau419	Français	L1
post13813259	0.84	Boileau419	Français	L1
post13813688	0.77	Logospreference-1	français	L1
post13813738	0.57	gentilhom	français	L1
post13815117	0.76	enoeno	french	L1
post13815219	0.79	gentilhom	français	L1
post13815564	0.8	Lly4n4	Français (France)	L1
post13815947	0.75	gentilhom	français	L1
post13816218	0.76	Logospreference-1	français	L1
post13821418	0.76	gentilhom	français	L1
post13819871	0.74	mattman0un3t	Français	L1
post13808648	0.57	clarissa85	Slovak	L2
post13812291	0.65	OLN	French - France,  ♀	L1
post13815577	0.71	simenon	italien	L2
post13811024	0.56	OLN	French - France,  ♀	L1
post13814644	0.66	SAIP0	Latvian	L2
post13814840	0.76	Logospreference-1	français	L1
post13814895	0.74	Logospreference-1	français	L1
post13812845	0.78	SAIP0	Latvian	L2
post13814368	0.8	Logospreference-1	français	L1
post13807489	0.84	Vixounet	Français	L1
post13811899	0.84	Vixounet	Français	L1
post13804199	0.78	Gemmenita	Azéri	L2
post13812039	0.75	Nanon	français (France)	L1
post13808643	0.76	gentilhom	français	L1
post13811615	0.79	clarissa85	Slovak	L2
post13811716	0.43	plantin	français	L1
post13810187	0.69	saquiwej	Hongrois	L2
post13805863	0.81	simenon	italien	L2
post13806210	0.74	Logospreference-1	français	L1
post13807249	0.75	simenon	italien	L2
post13807798	0.86	Logospreference-1	français	L1
post13808282	0.69	Logospreference-1	français	L1
post13808268	0.66	OLN	French - France,  ♀	L1
post13807386	0.64	Logospreference-1	français	L1
post13806509	0.65	Douaa'	Arabic	L2
post13806927	0.73	Comtois	Français	L1
post13800883	0.77	Chimel	Français	L1
post13802429	0.69	Skorpions	French - France	L1
post13804291	0.7	Logospreference-1	français	L1
post13804214	0.85	lamy08	French	L1
post13802983	0.73	simenon	italien	L2
post13784635	0.62	Logospreference-1	français	L1
post13803419	0.65	OLN	French - France,  ♀	L1
post13802993	0.69	Xence	Algeria (Arabic - French)	L1
post13802077	0.77	lamy08	French	L1
post13802182	0.61	lamy08	French	L1
post13800151	0.77	noufra	francais	L1
post13800367	0.73	SergueiL	Français	L1
post13801724	0.78	Logospreference-1	français	L1
post13797655	0.62	sesame_fr	chinese	L2
post13801159	0.71	sesame_fr	chinese	L2
post13800855	0.8	Chimel	Français	L1
post13798399	0.68	gentilhom	français	L1
post13798488	0.77	gentilhom	français	L1
post13798570	0.77	Skorpions	French - France	L1
post13798605	0.75	gentilhom	français	L1
post13798367	0.7	Skorpions	French - France	L1
post13797989	0.8	littlepond	Hindi	L2
post13792030	0.8	snarkhunter	French - France	L1
post13792470	0.65	Lly4n4	Français (France)	L1
post13791891	0.71	simenon	italien	L2
post13776077	0.36	azz	armenian	L2
post13776920	0.63	Lly4n4	Français (France)	L1
post13777013	0.7	Comtois	Français	L1
post13792129	0.62	azz	armenian	L2
post13792239	0.53	SergueiL	Français	L1
post13789226	0.73	tilt	French French	L1
post13790016	0.71	IMANAKBARI	Persan	L2
post13789372	0.77	tomaraya	korean	L2
post13789907	0.75	Logospreference-1	français	L1
post13789664	0.84	janpol	France - français	L1
post13780612	0.76	Logospreference-1	français	L1
post13788191	0.72	Xenay	French-Belgium	L1
post13784467	0.63	Logospreference-1	français	L1
post13786872	0.58	Logospreference-1	français	L1
post13786797	0.72	SAIP0	Latvian	L2
post13783771	0.76	Logospreference-1	français	L1
post13785666	0.82	DearPrudence	French (lower Normandy)	L1
post13782300	0.74	DearPrudence	French (lower Normandy)	L1
post13784507	0.75	DearPrudence	French (lower Normandy)	L1
post13174596	0.81	Katsebourg	FRENCH	L1
post13785106	0.69	DearPrudence	French (lower Normandy)	L1
post13784028	0.77	Logospreference-1	français	L1
post13784446	0.78	Logospreference-1	français	L1
post13783047	0.82	lingpil	German & Russian	L2
post13783486	0.77	Syayae	English	L2
post13783216	0.75	simenon	italien	L2
post13782969	0.72	Logospreference-1	français	L1
post13782803	0.64	Logospreference-1	français	L1
post13782077	0.58	SAIP0	Latvian	L2
post13782156	0.76	Logospreference-1	français	L1
post13780069	0.69	Logospreference-1	français	L1
post13779851	0.75	Comtois	Français	L1
post13779119	0.76	Xence	Algeria (Arabic - French)	L1
post13441722	0.8	Marie3933	français	L1
post13770528	0.74	Bára	Czech	L2
post13777754	0.78	jyp17	French (France)	L1
post13776902	0.78	giuseppegg	Italian	L2
post13777100	0.84	giuseppegg	Italian	L2
post13777625	0.77	giuseppegg	Italian	L2
post13771003	0.75	Chimel	Français	L1
post13772360	0.79	Nanon	français (France)	L1
post13774748	0.71	Nanon	français (France)	L1
post13774749	0.69	totor	Castellano rioplatense	L2
post13776847	0.76	Nanon	français (France)	L1
post13775162	0.73	Patisseries	English (US)	L2
post13775572	0.74	parisaram	français	L1
post10543625	0.68	luklamainfroide	French	L1
post10544884	0.79	luklamainfroide	French	L1
post2435530	0.53	itka	français	L1
post11674107	0.73	demha	Arabe	L2
post13774589	0.79	simenon	italien	L2
post13774627	0.81	simenon	italien	L2
post13774312	0.73	Logospreference-1	français	L1
post13774003	0.8	egressio	korean	L2
post13774330	0.63	SergueiL	Français	L1
post13774384	0.8	egressio	korean	L2
post13772060	0.84	giuseppegg	Italian	L2
post13770802	0.75	simenon	italien	L2
post1956578	0.54	itka	français	L1
post1957078	0.75	itka	français	L1
post6830914	0.77	geostan	English Canada	L2
post6837225	0.69	Nicomon	Français, Québec ♀	L1
post6838757	0.81	Nicomon	Français, Québec ♀	L1
post6841119	0.75	Nicomon	Français, Québec ♀	L1
post9130318	0.62	Maître Capello	French – Switzerland	L1
post12577319	0.76	Logospreference-1	français	L1
post13771482	0.71	giuseppegg	Italian	L2
post13766898	0.78	enfuie	chinese	L2
post13770868	0.76	simenon	italien	L2
post13770832	0.66	anasabidi	arabe	L2
post13769392	0.84	Chimel	Français	L1
post13768430	0.78	prinver	néerlandais	L2
post13768687	0.74	Yendred	Français - France	L1
post13769869	0.66	Francobritannocolombien	French - "transatlantic"	L1
post13735952	0.76	Sherlockienne	French	L1
post13739968	0.79	Nicomon	Français, Québec ♀	L1
post13112850	0.77	Beachxhair	English-England	L2
post13769289	0.71	Logospreference-1	français	L1
post13743826	0.72	Logospreference-1	français	L1
post13757721	0.72	Logospreference-1	français	L1
post13766952	0.72	parisaram	français	L1
post13759962	0.73	Mnemosyne	American English	L2
post13760248	0.75	JeanDeSponde	France, Français	L1
post13760278	0.58	Logospreference-1	français	L1
post13765606	0.8	giuseppegg	Italian	L2
post13766055	0.75	giuseppegg	Italian	L2
post13765463	0.85	Deslandes	Portuguese - Portugal	L2
post13689380	0.77	simenon	italien	L2
post13689591	0.74	VanOo	Français - France	L1
post13690362	0.74	Logospreference-1	français	L1
post13692442	0.76	simenon	italien	L2
post13763415	0.7	SAIP0	Latvian	L2
post13762663	0.74	IMANAKBARI	Persan	L2
post13759998	0.79	simenon	italien	L2
post13760614	0.74	Logospreference-1	français	L1
post13760708	0.74	simenon	italien	L2
post13761599	0.8	Logospreference-1	français	L1
post13762979	0.81	giuseppegg	Italian	L2
post13760807	0.76	giuseppegg	Italian	L2
post13761746	0.74	Logospreference-1	français	L1
post13761747	0.71	Katsuko	Français	L1
post13760949	0.76	giuseppegg	Italian	L2
post13761036	0.74	giuseppegg	Italian	L2
post13758923	0.75	Logospreference-1	français	L1
post13758358	0.71	giuseppegg	Italian	L2
post13757259	0.73	Logospreference-1	français	L1
post13757341	0.71	simenon	italien	L2
post13757570	0.75	simenon	italien	L2
post13758045	0.74	Logospreference-1	français	L1
post13757186	0.77	IMANAKBARI	Persan	L2
post13757106	0.76	giuseppegg	Italian	L2
post13754880	0.82	giuseppegg	Italian	L2
post13753915	0.65	Logospreference-1	français	L1
post13754060	0.72	simenon	italien	L2
post13753735	0.6	SAIP0	Latvian	L2
post13751879	0.73	SAIP0	Latvian	L2
post13750703	0.77	simenon	italien	L2
post13750659	0.81	Piotr Ivanovitch	France	L1
post13750672	0.67	Tharkun35	français - France	L1
post11030866	0.8	Nini235	French (France)	L1
post13744329	0.74	vanves	Dutch	L2
post8363322	0.73	Corsicum	Corsu in casa è u Francese à scola	L1
post8364828	0.67	Corsicum	Corsu in casa è u Francese à scola	L1
post8365594	0.77	Chimel	Français	L1
post13747609	0.79	SAIP0	Latvian	L2
post13746098	0.76	simenon	italien	L2
post13747589	0.73	simenon	italien	L2
post13746279	0.69	SAIP0	Latvian	L2
post13746322	0.7	Logospreference-1	français	L1
post13745548	0.74	Chimel	Français	L1
post13745221	0.79	egressio	korean	L2
post13745311	0.79	Piotr Ivanovitch	France	L1
post6366894	0.57	Tazzler	American English	L2
post6384238	0.79	Punky Zoé	France - français	L1
post6390146	0.7	djamal 2008	arabic	L2
post10092449	0.69	Punky Zoé	France - français	L1
post10094291	0.72	Chimel	Français	L1
post10096665	0.73	Punky Zoé	France - français	L1
post11820206	0.65	Punky Zoé	France - français	L1
post13743876	0.74	DearPrudence	French (lower Normandy)	L1
post13743190	0.83	giuseppegg	Italian	L2
post13743064	0.8	albyz	italiano	L2
post13742692	0.74	SergueiL	Français	L1
post13742569	0.78	IMANAKBARI	Persan	L2
post13740718	0.8	cantabridget	English - USA	L2
post13739812	0.54	Logospreference-1	français	L1
post13735757	0.51	Xenay	French-Belgium	L1
post13730737	0.66	annie21	chinese	L2
post13731846	0.64	Nanon	français (France)	L1
post13729434	0.57	Logospreference-1	français	L1
post13739125	0.75	IMANAKBARI	Persan	L2
post13733283	0.8	Logospreference-1	français	L1
post13737607	0.74	giuseppegg	Italian	L2
post13737674	0.81	snarkhunter	French - France	L1
post13737719	0.76	giuseppegg	Italian	L2
post13737860	0.64	giuseppegg	Italian	L2
post13737910	0.82	giuseppegg	Italian	L2
post13737950	0.69	Logospreference-1	français	L1
post13738621	0.75	giuseppegg	Italian	L2
post13739025	0.82	Logospreference-1	français	L1
post13732003	0.79	snarkhunter	French - France	L1
post13732744	0.64	Logospreference-1	français	L1
post2538113	0.81	CABEZOTA	french	L1
post13731219	0.71	Logospreference-1	français	L1
post13720669	0.73	Ficula	français - France	L1
post13729842	0.73	Ficula	français - France	L1
post13729145	0.75	nic456	alemán	L2
post13724509	0.71	Logospreference-1	français	L1
post13729191	0.6	CapnPrep	AmE	L2
post13729023	0.79	Logospreference-1	français	L1
post13706885	0.77	giuseppegg	Italian	L2
post13707232	0.7	Logospreference-1	français	L1
post13707299	0.75	Logospreference-1	français	L1
post13707399	0.8	giuseppegg	Italian	L2
post13712026	0.77	giuseppegg	Italian	L2
post13726010	0.76	Logospreference-1	français	L1
post13725108	0.79	giuseppegg	Italian	L2
post13723408	0.78	simenon	italien	L2
post13723580	0.66	simenon	italien	L2
post13724128	0.81	Logospreference-1	français	L1
post13722650	0.82	NataliK	russian - Russia	L2
post13723131	0.76	OLN	French - France,  ♀	L1
post13722411	0.7	Logospreference-1	français	L1
post13722123	0.85	giuseppegg	Italian	L2
post13721418	0.79	Logospreference-1	français	L1
post13720723	0.79	Ficula	français - France	L1
post13682656	0.77	Francois114	French - France	L1
post13712027	0.71	Ficula	français - France	L1
post13719155	0.76	Ficula	français - France	L1
post13719562	0.66	Logospreference-1	français	L1
post13718937	0.76	giuseppegg	Italian	L2
post13719107	0.71	VanOo	Français - France	L1
post13716077	0.6	Dominiekske	Dutch - Netherlands	L2
post13712835	0.77	giuseppegg	Italian	L2
post13715074	0.82	giuseppegg	Italian	L2
post13717750	0.6	Logospreference-1	français	L1
post13716051	0.85	giuseppegg	Italian	L2
post13715645	0.78	simenon	italien	L2
post13715859	0.75	Gemmenita	Azéri	L2
post13703440	0.7	lamy08	French	L1
post13703529	0.72	Logospreference-1	français	L1
post13715920	0.76	Logospreference-1	français	L1
post13715194	0.74	DearPrudence	French (lower Normandy)	L1
post13701792	0.77	Logospreference-1	français	L1
post13698471	0.72	Logospreference-1	français	L1
post13707975	0.79	Chimel	Français	L1
post13702162	0.77	giuseppegg	Italian	L2
post13702475	0.81	giuseppegg	Italian	L2
post13702541	0.83	snarkhunter	French - France	L1
post13706677	0.72	giuseppegg	Italian	L2
post13707136	0.72	Logospreference-1	français	L1
post13699832	0.71	J.F. de TROYES	francais-France	L1
post13707349	0.69	J.F. de TROYES	francais-France	L1
post13706688	0.6	Logospreference-1	français	L1
post13706338	0.68	Logospreference-1	français	L1
post13706297	0.6	Logospreference-1	français	L1
post13697673	0.8	Mebius	french	L1
post13704576	0.82	Mebius	french	L1
post13704843	0.83	Logospreference-1	français	L1
post13705705	0.73	Nicomon	Français, Québec ♀	L1
post13705801	0.64	Nicomon	Français, Québec ♀	L1
post13705671	0.82	Logospreference-1	français	L1
post13689092	0.72	méthodique	Spanish	L2
post13689441	0.71	Lacuzon	French - France	L1
post13695513	0.79	méthodique	Spanish	L2
post13696166	0.78	CapnPrep	AmE	L2
post6888147	0.79	cyaxares_died	Deutsch	L2
post13703258	0.65	Logospreference-1	français	L1
post13703996	0.82	Nicomon	Français, Québec ♀	L1
post13704146	0.77	Logospreference-1	français	L1
post13700456	0.81	snarkhunter	French - France	L1
post13704091	0.76	KaRiNe_Fr	Français, French - France	L1
post13697221	0.82	Logospreference-1	français	L1
post13702358	0.63	Logospreference-1	français	L1
post13676286	0.72	VanOo	Français - France	L1
post13676965	0.78	Chimel	Français	L1
post13687958	0.74	Le-Petit-Prince	Français	L1
post13701854	0.78	Chimel	Français	L1
post2791860	0.73	Syagrius	Français. Québec¸Canada.	L1
post2884355	0.78	PhilFrEn	français - France	L1
post2888273	0.75	itka	français	L1
post13689867	0.66	Gemmenita	Azéri	L2
post13690038	0.51	Lacuzon	French - France	L1
post13696906	0.79	Gemmenita	Azéri	L2
post13694959	0.74	Comtois	Français	L1
post13683073	0.75	giuseppegg	Italian	L2
post13686435	0.8	Logospreference-1	français	L1
post13686499	0.64	giuseppegg	Italian	L2
post13688179	0.76	Le-Petit-Prince	Français	L1
post13688227	0.79	Logospreference-1	français	L1
post13688231	0.78	giuseppegg	Italian	L2
post13690538	0.81	giuseppegg	Italian	L2
post13695757	0.84	giuseppegg	Italian	L2
post13696372	0.71	Logospreference-1	français	L1
post13696375	0.86	giuseppegg	Italian	L2
post13695964	0.72	giuseppegg	Italian	L2
post13695671	0.8	Bunneh	French	L1
post13694883	0.74	mcdonald	Anglais américain	L2
post13694399	0.65	Logospreference-1	français	L1
post13694858	0.64	Logospreference-1	français	L1
post13693053	0.75	Logospreference-1	français	L1
post13692660	0.75	giuseppegg	Italian	L2
post13692799	0.82	giuseppegg	Italian	L2
post13692831	0.69	giuseppegg	Italian	L2
post13692793	0.73	DearPrudence	French (lower Normandy)	L1
post13689282	0.81	Logospreference-1	français	L1
post13689390	0.8	simenon	italien	L2
post13691188	0.65	Logospreference-1	français	L1
post13672453	0.7	SAIP0	Latvian	L2
post13689875	0.61	laura madrid	rumanien	L2
post13689911	0.7	Yendred	Français - France	L1
post2694643	0.63	misstic	French	L1
post2694696	0.73	itka	français	L1
post13686915	0.78	egressio	korean	L2
post13687466	0.72	Logospreference-1	français	L1
post13687604	0.82	SergueiL	Français	L1
post13688935	0.83	egressio	korean	L2
post13686594	0.62	SergueiL	Français	L1
post13688016	0.75	Idenoca	Français	L1
post13688105	0.73	Logospreference-1	français	L1
post13686278	0.77	vanves	Dutch	L2
post13687287	0.74	Xenay	French-Belgium	L1
post13687801	0.77	giuseppegg	Italian	L2
post13687922	0.75	giuseppegg	Italian	L2
post13685699	0.83	giuseppegg	Italian	L2
post13682584	0.76	egressio	korean	L2
post13684567	0.78	SergueiL	Français	L1
post13684593	0.79	egressio	korean	L2
post13684740	0.7	Logospreference-1	français	L1
post13683347	0.77	Maître Capello	French – Switzerland	L1
post13681663	0.68	Logospreference-1	français	L1
post13684353	0.72	annie21	chinese	L2
post13681841	0.74	livy83	France, French	L1
post13681698	0.66	tosamja	Serbian - Bosnia	L2
post13680267	0.75	Wordsmyth	Native language: English (BrE)	L2
post13680879	0.8	Logospreference-1	français	L1
post13681048	0.84	Wordsmyth	Native language: English (BrE)	L2
post13680423	0.54	TraductoraPobleSec	Catalan & Spanish	L2
post1423012	0.78	Nunty	Hebrew-US English (bilingual)	L2
post9219533	0.57	Luminista	French & Arabic	L1
post13672221	0.7	Logospreference-1	français	L1
post13670608	0.73	simenon	italien	L2
post13664708	0.69	snarkhunter	French - France	L1
post13664771	0.77	Logospreference-1	français	L1
post13669193	0.81	albyz	italiano	L2
post13667780	0.73	le Grand Soir	Anglais, dialecte de San Francisco	L1
post13667299	0.77	Balonvolea	Español - España	L2
post13667582	0.73	Balonvolea	Español - España	L2
post13666583	0.76	simenon	italien	L2
post13662905	0.66	simenon	italien	L2
post1522651	0.57	geve	France, French	L1
post13665187	0.76	Logospreference-1	français	L1
post13664512	0.72	Logospreference-1	français	L1
post13664033	0.77	Logospreference-1	français	L1
post13664015	0.65	Nicomon	Français, Québec ♀	L1
post13660051	0.74	Chimel	Français	L1
post13660469	0.83	giuseppegg	Italian	L2
post13660710	0.67	Logospreference-1	français	L1
post13660750	0.75	Jeanne75	French - France	L1
post13661231	0.81	giuseppegg	Italian	L2
post13654807	0.72	SAIP0	Latvian	L2
post13654918	0.79	SAIP0	Latvian	L2
post13660073	0.68	Logospreference-1	français	L1
post13660479	0.79	SAIP0	Latvian	L2
post13659597	0.71	Logospreference-1	français	L1
post13031181	0.71	Eve30	français	L1
post13032273	0.74	CapnPrep	AmE	L2
post13032536	0.76	JeanDeSponde	France, Français	L1
post13653354	0.78	Pajapatak	serbe / Serbian	L2
post13654567	0.75	Logospreference-1	français	L1
post13658084	0.72	Logospreference-1	français	L1
post13653016	0.76	simenon	italien	L2
post13656762	0.67	Logospreference-1	français	L1
post13657672	0.73	simenon	italien	L2
post13598736	0.78	totor	Castellano rioplatense	L2
post13600040	0.8	Logospreference-1	français	L1
post13606161	0.75	Logospreference-1	français	L1
post13654199	0.7	totor	Castellano rioplatense	L2
post13655008	0.61	StefKE	French - Belgium	L1
post13653078	0.74	SAIP0	Latvian	L2
post13653634	0.75	snarkhunter	French - France	L1
post13653861	0.76	Comtois	Français	L1
post13654178	0.71	Comtois	Français	L1
post13635383	0.54	Logospreference-1	français	L1
post13631299	0.77	SAIP0	Latvian	L2
post13632040	0.7	Comtois	Français	L1
post13632285	0.83	SAIP0	Latvian	L2
post13635857	0.77	Comtois	Français	L1
post13636765	0.76	SAIP0	Latvian	L2
post13652462	0.65	Comtois	Français	L1
post13647755	0.78	SergueiL	Français	L1
post13646469	0.78	SAIP0	Latvian	L2
post13648265	0.72	SergueiL	Français	L1
post13649847	0.67	OLN	French - France,  ♀	L1
post13648141	0.77	giuseppegg	Italian	L2
post13648172	0.78	Le-Petit-Prince	Français	L1
post13648198	0.81	giuseppegg	Italian	L2
post13648329	0.75	Logospreference-1	français	L1
post13648660	0.76	giuseppegg	Italian	L2
post13648796	0.81	giuseppegg	Italian	L2
post13649347	0.65	Logospreference-1	français	L1
post13649465	0.77	giuseppegg	Italian	L2
post13649140	0.73	OLN	French - France,  ♀	L1
post13646490	0.76	le Grand Soir	Anglais, dialecte de San Francisco	L1
post13606601	0.69	Logospreference-1	français	L1
post13644395	0.75	Logospreference-1	français	L1
post13644458	0.79	Logospreference-1	français	L1
post13642982	0.66	Comtois	Français	L1
post13643069	0.72	JeanDeSponde	France, Français	L1
post9656868	0.63	benjbenj	french - France	L1
post13638045	0.74	SAIP0	Latvian	L2
post13638094	0.66	Nanon	français (France)	L1
post13630523	0.74	SAIP0	Latvian	L2
post13631137	0.73	Le-Petit-Prince	Français	L1
post13641546	0.65	Logospreference-1	français	L1
post13638827	0.75	vanves	Dutch	L2
post13639091	0.83	le Grand Soir	Anglais, dialecte de San Francisco	L1
post13290756	0.82	Comtois	Français	L1
post13635453	0.62	Logospreference-1	français	L1
post813702	0.83	CARNESECCHI	French / France	L1
post813822	0.83	timpeac	English (England)	L2
post814383	0.75	CARNESECCHI	French / France	L1
post815270	0.75	CARNESECCHI	French / France	L1
post4395635	0.82	CapnPrep	AmE	L2
post7729707	0.69	sun-and-happiness	Croatian	L2
post13635524	0.62	Logospreference-1	français	L1
post13629516	0.75	Pierre Simon	English	L2
post13634863	0.83	Pierre Simon	English	L2
post13612209	0.65	StefKE	French - Belgium	L1
post13612424	0.7	Logospreference-1	français	L1
post13614388	0.74	Gemmenita	Azéri	L2
post13615421	0.74	Logospreference-1	français	L1
post13617636	0.76	Gemmenita	Azéri	L2
post13626629	0.75	Logospreference-1	français	L1
post13632197	0.74	Logospreference-1	français	L1
post13632050	0.73	Logospreference-1	français	L1
post13630513	0.79	SAIP0	Latvian	L2
post13630015	0.67	Comtois	Français	L1
post13620540	0.77	simenon	italien	L2
post13620578	0.8	simenon	italien	L2
post13629261	0.73	Logospreference-1	français	L1
post13629082	0.77	Logospreference-1	français	L1
post13629563	0.82	Logospreference-1	français	L1
post13628332	0.8	Logospreference-1	français	L1
post13626233	0.81	egressio	korean	L2
post13626264	0.78	SAIP0	Latvian	L2
post13626404	0.75	Comtois	Français	L1
post13625387	0.72	Logospreference-1	français	L1
post13625920	0.75	Chimel	Français	L1
post13627309	0.74	Nicomon	Français, Québec ♀	L1
post13627173	0.68	IMANAKBARI	Persan	L2
post13627256	0.7	Comtois	Français	L1
post13626196	0.65	SAIP0	Latvian	L2
post13624283	0.7	Logospreference-1	français	L1
post13623195	0.8	SAIP0	Latvian	L2
post13623573	0.69	Comtois	Français	L1
post13624967	0.68	Logospreference-1	français	L1
post13619158	0.8	Le-Petit-Prince	Français	L1
post13621507	0.84	Le-Petit-Prince	Français	L1
post13621508	0.54	Logospreference-1	français	L1
post13620432	0.71	Comtois	Français	L1
post13620811	0.71	Le-Petit-Prince	Français	L1
post13071937	0.72	yungmee	French-France	L1
post13618219	0.7	Maître Capello	French – Switzerland	L1
post13620193	0.62	Krapoutchniek	French	L1
post13619970	0.64	Le-Petit-Prince	Français	L1
post13615386	0.77	SAIP0	Latvian	L2
post13616302	0.74	Logospreference-1	français	L1
post13617049	0.75	Comtois	Français	L1
post13619113	0.72	Logospreference-1	français	L1
post13618592	0.63	Jeanne75	French - France	L1
post13602422	0.7	Comtois	Français	L1
post13602437	0.81	SAIP0	Latvian	L2
post13605218	0.81	Nanon	français (France)	L1
